"","id","stNumber","stName","type","capacity"
"9847",7636212,20,"baldwin st","Ring",1
"9848",7636213,23,"baldwin st","Ring",1
"9849",7636215,16,"baldwin st","Ring",1
"9850",7636216,64,"gerrard st e","Ring",1
"9851",7636217,44,"gerrard st e","Ring",1
"9852",7636218,46,"gerrard st e","Ring",1
"9853",7636219,125,"bond st","Ring",1
"9854",7636220,31,"granby st","Ring",1
"9855",7636222,491,"bay st","Ring",1
"9856",7636223,274,"dundas st e","Ring",1
"9857",7636224,491,"bay st","Ring",1
"9858",7636225,1070,"eglinton ave w","Ring",1
"9859",7636226,60,"carlton st","Ring",1
"9860",7636227,28,"wood st","Ring",1
"9861",7636228,154,"wellesley st e","Ring",1
"9862",7636229,181,"roncesvalles ave","Ring",1
"9863",7636230,228,"roncesvalles ave","Ring",1
"9864",7636231,150,"fermanagh ave","Ring",1
"9865",7636232,29,"roncesvalles ave","Ring",1
"9866",7636233,127,"roncesvalles ave","Ring",1
"9867",7636234,1395,"gerrard st e","Ring",1
"9868",7636235,1877,"gerrard st e","Ring",1
"9869",7636236,1392,"gerrard st e","Ring",1
"9870",7636237,1602,"gerrard st e","Ring",1
"9871",7636238,49,"harbour sq","Ring",1
"9872",7636239,10,"bay st","Ring",1
"9873",7636240,120,"wellington st w","Ring",1
"9874",7636241,8,"yonge st","Ring",1
"9875",7636243,8,"bay st","Ring",1
"9876",7636244,10,"bay st","Ring",1
"9877",7636245,8,"bay st","Ring",1
"9878",7636246,15,"market st","Ring",1
"9879",7636247,133,"wilton st","Ring",1
"9880",7636248,105,"front st e","Ring",1
"9881",7636249,15,"market st","Ring",1
"9882",7636250,105,"front st e","Ring",1
"9883",7636251,15,"scadding ave","Ring",1
"9884",7636252,3122,"dundas st w","Ring",1
"9885",7636253,3128,"dundas st w","Ring",1
"9886",7636254,2925,"dundas st w","Ring",1
"9887",7636255,3324,"dundas st w","Ring",1
"9888",7636256,2854,"dundas st w","Ring",1
"9889",7636257,230,"mavety st","Ring",1
"9890",7636258,3325,"dundas st w","Ring",1
"9891",7636259,3109,"dundas st w","Ring",1
"9892",7636260,189,"the esplanade","Ring",1
"9893",7636261,285,"scarborough rd","Ring",1
"9894",7636262,97,"main st","Ring",1
"9895",7636263,68,"fairford ave","Ring",1
"9896",7636264,1510,"danforth ave","Ring",1
"9897",7636265,1075,"danforth ave","Ring",1
"9898",7636267,1106,"danforth ave","Ring",1
"9899",7636268,1485,"danforth ave","Ring",1
"9900",7636269,985,"danforth ave","Ring",1
"9901",7636270,958,"danforth ave","Ring",1
"9902",7636271,1006,"danforth ave","Ring",1
"9903",7636272,600,"fleet st","Ring",1
"9904",7636274,600,"fleet st","Ring",1
"9905",7636275,510,"queens quay w","Ring",1
"9906",7636276,35,"mariner ter","Ring",1
"9907",7636277,35,"mariner ter","Ring",1
"9908",7636278,30,"donlands ave","Ring",1
"9909",7636279,419,"donlands ave","Ring",1
"9910",7636280,1006,"dufferin st","Ring",1
"9911",7636281,1510,"danforth ave","Ring",1
"9912",7636282,6,"donlands ave","Ring",1
"9913",7636283,1388,"danforth ave","Ring",1
"9914",7636284,1245,"danforth ave","Ring",1
"9915",7636285,1368,"danforth ave","Ring",1
"9916",7636286,1067,"danforth ave","Ring",1
"9917",7636287,1727,"dundas st w","Ring",1
"9918",7636289,1275,"dundas st w","Ring",1
"9919",7636290,1363,"dundas st w","Ring",1
"9920",7636291,36,"madison ave","Ring",1
"9921",7636292,190,"dupont st","Ring",1
"9922",7636293,248,"dupont st","Ring",1
"9923",7636294,732,"spadina ave","Ring",1
"9924",7636295,1684,"danforth ave","Ring",1
"9925",7636297,1960,"danforth ave","Ring",1
"9926",7636298,2052,"danforth ave","Ring",1
"9927",7636300,4,"woodmount ave","Ring",1
"9928",7636301,2031,"danforth ave","Ring",1
"9929",7636302,116,"simcoe st","Ring",1
"9930",7636303,180,"university ave","Ring",1
"9931",7636304,200,"king st w","Ring",1
"9932",7636305,235,"adelaide st w","Ring",1
"9933",7636306,252,"mc caul st","Ring",1
"9934",7636307,263,"mc caul st","Ring",1
"9935",7636308,168,"simcoe st","Ring",1
"9936",7636309,151,"simcoe st","Ring",1
"9937",7636311,42,"the esplanade","Ring",1
"9938",7636312,80,"york st","Ring",1
"9939",7636313,35,"wellington st e","Ring",1
"9940",7636314,22,"the esplanade","Ring",1
"9941",7636315,5,"scott st","Ring",1
"9942",7636317,336,"oakwood ave","Ring",1
"9943",7636318,469,"front st e","Ring",1
"9944",7636319,471,"front st e","Ring",1
"9945",7636320,5,"mill st","Ring",1
"9946",7636321,5,"mill st","Ring",1
"9947",7636322,175,"cumberland st","Ring",1
"9948",7636323,1221,"bay st","Ring",1
"9949",7636324,29,"bellair st","Ring",1
"9950",7636326,32,"cumberland st","Ring",1
"9951",7636327,99,"yorkville ave","Ring",1
"9952",7636328,50,"bloor st w","Ring",1
"9953",7636329,140,"st george st","Ring",1
"9954",7636330,140,"st george st","Ring",1
"9955",7636331,140,"st george st","Ring",1
"9956",7636332,398,"huron st","Ring",1
"9957",7636333,140,"st george st","Ring",1
"9958",7636334,80,"mill st","Ring",1
"9959",7636335,469,"front st e","Ring",1
"9960",7636336,170,"mill st","Ring",1
"9961",7636337,890,"yonge st","Ring",1
"9962",7636338,1783,"queen st e","Ring",1
"9963",7636339,1751,"queen st e","Ring",1
"9964",7636340,1948,"queen st e","Ring",1
"9965",7636341,1943,"queen st e","Ring",1
"9966",7636342,140,"st george st","Ring",1
"9967",7636343,100,"st george st","Ring",1
"9968",7636344,86,"harbord st","Ring",1
"9969",7636345,55,"harbord st","Ring",1
"9970",7636346,246,"bloor st w","Ring",1
"9971",7636347,246,"bloor st w","Ring",1
"9972",7636348,320,"huron st","Ring",1
"9973",7636349,19,"sackville st","Ring",1
"9974",7636350,1,"cole st","Ring",1
"9975",7636351,325,"parliament st","Ring",1
"9976",7636352,1817,"queen st e","Ring",1
"9977",7636353,1974,"queen st e","Ring",1
"9978",7636354,1770,"queen st e","Ring",1
"9979",7636355,1919,"queen st e","Ring",1
"9980",7636356,1953,"queen st e","Ring",1
"9981",7636357,2171,"queen st e","Ring",1
"9982",7636358,510,"spadina ave","Ring",1
"9983",7636359,22,"russell st","Ring",1
"9984",7636360,264,"college st","Ring",1
"9985",7636361,33,"russell st","Ring",1
"9986",7636362,46,"st george st","Ring",1
"9987",7636363,44,"st george st","Ring",1
"9988",7636364,465,"dundas st e","Ring",1
"9989",7636365,19,"sackville st","Ring",1
"9990",7636366,31,"oak st","Ring",1
"9991",7636367,181,"queen st e","Ring",1
"9992",7636368,187,"queen st e","Ring",1
"9993",7636369,268,"college st","Ring",1
"9994",7636370,268,"college st","Ring",1
"9995",7636371,1300,"queen st e","Ring",1
"9996",7636372,1483,"queen st e","Ring",1
"9997",7636373,100,"bloor st e","Ring",1
"9998",7636374,810,"church st","Ring",1
"9999",7636375,21,"hazelton ave","Ring",1
"10000",7636376,255,"queens quay e","Ring",1
"10001",7636377,181,"queen st e","Ring",1
"10002",7636378,225,"queen st e","Ring",1
"10003",7636379,86,"parliament st","Ring",1
"10004",7636380,187,"queen st e","Ring",1
"10005",7636381,120,"sherbourne st","Ring",1
"10006",7636382,182,"parliament st","Ring",1
"10007",7636383,31,"britain st","Ring",1
"10008",7636384,85,"lower jarvis st","Ring",1
"10009",7636386,130,"harbord st","Ring",1
"10010",7636387,10,"bellair st","Ring",1
"10011",7636388,1310,"bay st","Ring",1
"10012",7636389,121,"scollard st","Ring",1
"10013",7636390,1158,"st clair ave w","Ring",1
"10014",7636392,138,"oakwood ave","Ring",1
"10015",7636394,1283,"st clair ave w","Ring",1
"10016",7636395,2290,"yonge st","Ring",1
"10017",7636396,280,"rushton rd","Ring",1
"10018",7636398,10,"bay st","Ring",1
"10019",7636399,83,"queens quay w","Ring",1
"10020",7636400,18,"yonge st","Ring",1
"10021",7636401,8,"yonge st","Ring",1
"10022",7636402,5,"market st","Ring",1
"10023",7636403,5,"market st","Ring",1
"10024",7636404,112,"george st s","Ring",1
"10025",7636405,110,"george st s","Ring",1
"10026",7636406,15,"market st","Ring",1
"10027",7636407,1418,"gerrard st e","Ring",1
"10028",7636408,914,"danforth ave","Ring",1
"10029",7636409,1419,"danforth ave","Ring",1
"10030",7636410,1511,"danforth ave","Ring",1
"10031",7636411,1069,"danforth ave","Ring",1
"10032",7636412,478,"queens quay w","Ring",1
"10033",7636413,606,"fleet st","Ring",1
"10034",7636414,415,"queens quay w","Ring",1
"10035",7636415,441,"queens quay w","Ring",1
"10036",7636416,659,"queens quay w","Ring",1
"10037",7636417,679,"queens quay w","Ring",1
"10038",7636418,363,"bremner blvd","Ring",1
"10039",7636419,51,"donlands ave","Ring",1
"10040",7636420,989,"danforth ave","Ring",1
"10041",7636421,1235,"danforth ave","Ring",1
"10042",7636422,1145,"danforth ave","Ring",1
"10043",7636423,871,"danforth ave","Ring",1
"10044",7636424,2,"donlands ave","Ring",1
"10045",7636425,1,"margueretta st","Ring",1
"10046",7636426,1593,"dundas st w","Ring",1
"10047",7636427,1501,"dundas st w","Ring",1
"10048",7636428,172,"beaconsfield ave","Ring",1
"10049",7636429,289,"sorauren ave","Ring",1
"10050",7636430,1157,"davenport rd","Ring",1
"10051",7636431,276,"carlaw ave","Ring",1
"10052",7636432,1,"pape ave","Ring",1
"10053",7636433,955,"gerrard st e","Ring",1
"10054",7636434,233,"carlaw ave","Ring",1
"10055",7636435,1006,"dufferin st","Ring",1
"10056",7636436,637,"davenport rd","Ring",1
"10057",7636437,30,"bridgman ave","Ring",1
"10058",7636438,1,"pape ave","Ring",1
"10059",7636439,1050,"gerrard st e","Ring",1
"10060",7636440,955,"gerrard st e","Ring",1
"10061",7636441,331,"carlaw ave","Ring",1
"10062",7636442,30,"bridgman ave","Ring",1
"10063",7636443,955,"gerrard st e","Ring",1
"10064",7636444,451,"christie st","Ring",1
"10065",7636445,1151,"davenport rd","Ring",1
"10066",7636446,1985,"danforth ave","Ring",1
"10067",7636448,728,"gerrard st e","Ring",1
"10068",7636450,885,"dundas st e","Ring",1
"10069",7636451,9,"davies ave","Ring",1
"10070",7636452,183,"front st e","Ring",1
"10071",7636453,50,"queen st w","Ring",1
"10072",7636454,543,"richmond st w","Ring",1
"10073",7636455,1616,"queen st w","Ring",1
"10074",7636456,2,"brock ave","Ring",1
"10075",7636457,629,"queen st e","Ring",1
"10076",7636458,3,"woodmount ave","Ring",1
"10077",7636460,47,"woodmount ave","Ring",1
"10078",7636461,47,"woodmount ave","Ring",1
"10079",7636462,266,"dupont st","Ring",1
"10080",7636463,266,"dupont st","Ring",1
"10081",7636464,248,"dupont st","Ring",1
"10082",7636465,215,"madison ave","Ring",1
"10083",7636466,1728,"bloor st w","Ring",1
"10084",7636467,2339,"dundas st w","Ring",1
"10085",7636468,80,"winchester st","Ring",1
"10086",7636469,519,"parliament st","Ring",1
"10087",7636470,597,"parliament st","Ring",1
"10088",7636471,80,"winchester st","Ring",1
"10089",7636472,609,"parliament st","Ring",1
"10090",7636473,541,"parliament st","Ring",1
"10091",7636474,328,"bay st","Ring",1
"10092",7636475,130,"adelaide st w","Ring",1
"10093",7636476,71,"winchester st","Ring",1
"10094",7636477,78,"york st","Ring",1
"10095",7636478,539,"parliament st","Ring",1
"10096",7636479,3,"dorval rd","Ring",1
"10097",7636480,1723,"bloor st w","Ring",1
"10098",7636481,1582,"bloor st w","Ring",1
"10099",7636482,2340,"dundas st w","Ring",1
"10100",7636483,742,"bathurst st","Ring",1
"10101",7636484,483,"bloor st w","Ring",1
"10102",7636485,483,"bloor st w","Ring",1
"10103",7636486,782,"bathurst st","Ring",1
"10104",7636487,553,"sammon ave","Ring",1
"10105",7636488,359,"glebeholme blvd","Ring",1
"10106",7636489,473,"oakwood ave","Ring",1
"10107",7636490,485,"oakwood ave","Ring",1
"10108",7636491,513,"lawrence ave w","Ring",1
"10109",7636492,526,"oakwood ave","Ring",1
"10110",7636493,534,"oakwood ave","Ring",1
"10111",7636494,4,"eastern ave","Ring",1
"10112",7636495,5,"mill st","Ring",1
"10113",7636496,70,"mill st","Ring",1
"10114",7636497,533,"st clair ave w","Ring",1
"10115",7636498,693,"bathurst st","Ring",1
"10116",7636499,147,"harbord st","Ring",1
"10117",7636500,3,"borden st","Ring",1
"10118",7636501,162,"major st","Ring",1
"10119",7636502,81,"harbord st","Ring",1
"10120",7636503,360,"dufferin st","Ring",1
"10121",7636504,517,"st clair ave w","Ring",1
"10122",7636505,536,"st clair ave w","Ring",1
"10123",7636506,640,"st clair ave w","Ring",1
"10124",7636508,2340,"yonge st","Ring",1
"10125",7636509,1415,"bathurst st","Ring",1
"10126",7636510,666,"st clair ave w","Ring",1
"10127",7636511,14,"vaughan rd","Ring",1
"10128",7636512,791,"st clair ave w","Ring",1
"10129",7636513,27,"st clair ave e","Ring",1
"10130",7636514,40,"st clair ave e","Ring",1
"10131",7636515,2,"st clair ave e","Ring",1
"10132",7636516,1163,"bloor st w","Ring",1
"10133",7636517,1209,"bloor st w","Ring",1
"10134",7636518,1212,"bloor st w","Ring",1
"10135",7636519,1298,"bloor st w","Ring",1
"10136",7636521,1637,"dupont st","Ring",1
"10137",7636522,55,"eglinton ave e","Ring",1
"10138",7636523,330,"st george st","Ring",1
"10139",7636524,631,"spadina ave","Ring",1
"10140",7636525,742,"spadina ave","Ring",1
"10141",7636526,194,"dupont st","Ring",1
"10142",7636527,750,"spadina ave","Ring",1
"10143",7636528,750,"spadina ave","Ring",1
"10144",7636529,738,"spadina ave","Ring",1
"10145",7636530,14,"madison ave","Ring",1
"10146",7636531,43,"charles st w","Ring",1
"10147",7636532,140,"charles st w","Ring",1
"10148",7636533,93,"charles st w","Ring",1
"10149",7636534,140,"charles st w","Ring",1
"10150",7636535,700,"yonge st","Ring",1
"10151",7636537,531,"bay st","Ring",1
"10152",7636538,81,"elizabeth st","Rack",1
"10153",7636539,112,"elizabeth st","Ring",1
"10154",7636540,175,"dundas st w","Ring",1
"10155",7636541,191,"dundas st w","Ring",1
"10156",7636542,180,"dundas st w","Ring",1
"10157",7636543,180,"dundas st w","Ring",1
"10158",7636544,12,"shuter st","Ring",1
"10159",7636545,10,"dundas st e","Ring",1
"10160",7636546,10,"dundas st e","Ring",1
"10161",7636547,38,"shuter st","Ring",1
"10162",7636548,65,"bond st","Ring",1
"10163",7636549,760,"bay st","Ring",1
"10164",7636550,777,"bay st","Ring",1
"10165",7636551,777,"bay st","Ring",1
"10166",7636552,686,"bay st","Ring",1
"10167",7636553,788,"bay st","Ring",1
"10168",7636554,251,"queens quay w","Ring",1
"10169",7636555,245,"queens quay w","Ring",1
"10170",7636557,251,"queens quay w","Ring",1
"10171",7636558,225,"wellington st w","Ring",1
"10172",7636559,245,"queens quay w","Ring",1
"10173",7636560,214,"wellington st w","Ring",1
"10174",7636561,239,"queens quay w","Ring",1
"10175",7636562,1331,"dundas st w","Ring",1
"10176",7636563,1576,"dundas st w","Ring",1
"10177",7636564,355,"strathmore blvd","Ring",1
"10178",7636565,50,"bloor st w","Ring",1
"10179",7636566,102,"yorkville ave","Ring",1
"10180",7636568,2229,"queen st e","Ring",1
"10181",7636570,2138,"queen st e","Ring",1
"10182",7636571,2240,"queen st e","Ring",1
"10183",7636572,2045,"dufferin st","Ring",1
"10184",7636573,494,"glengarry ave","Ring",1
"10185",7636574,38,"orfus rd","Ring",1
"10186",7636577,170,"mill st","Ring",1
"10187",7636578,45,"mill st","Ring",1
"10188",7636579,31,"trinity st","Ring",1
"10189",7636580,90,"trinity st","Ring",1
"10190",7636581,80,"mill st","Ring",1
"10191",7636582,471,"front st e","Ring",1
"10192",7636583,15,"mill st","Ring",1
"10193",7636584,163,"cumberland st","Ring",1
"10194",7636585,1221,"bay st","Ring",1
"10195",7636586,164,"cumberland st","Ring",1
"10196",7636587,98,"yorkville ave","Ring",1
"10197",7636588,955,"o'connor dr","Ring",1
"10198",7636589,833,"o'connor dr","Ring",1
"10199",7636590,140,"st george st","Ring",1
"10200",7636591,380,"huron st","Ring",1
"10201",7636592,140,"st george st","Ring",1
"10202",7636593,364,"huron st","Ring",1
"10203",7636594,140,"st george st","Ring",1
"10204",7636595,1451,"dundas st w","Ring",1
"10205",7636596,1703,"dundas st w","Ring",1
"10206",7636597,245,"queens quay w","Ring",1
"10207",7636598,238,"queens quay w","Ring",1
"10208",7636599,110,"st george st","Ring",1
"10209",7636600,110,"st george st","Ring",1
"10210",7636601,170,"mill st","Ring",1
"10211",7636602,45,"mill st","Ring",1
"10212",7636603,15,"mill st","Ring",1
"10213",7636604,75,"yorkville ave","Ring",1
"10214",7636605,861,"o'connor dr","Ring",1
"10215",7636606,11,"curity ave","Ring",1
"10216",7636608,140,"st george st","Ring",1
"10217",7636609,364,"huron st","Ring",1
"10218",7636610,21,"sussex ave","Ring",1
"10219",7636611,18,"tank house lane","Ring",1
"10220",7636612,889,"yonge st","Ring",1
"10221",7636613,1470,"dundas st w","Ring",1
"10222",7636614,1456,"dundas st w","Ring",1
"10223",7636615,1272,"dundas st w","Ring",1
"10224",7636616,1282,"dundas st w","Ring",1
"10225",7636617,1274,"dundas st w","Ring",1
"10226",7636618,1434,"dundas st w","Ring",1
"10227",7636619,1348,"dundas st w","Ring",1
"10228",7636620,12,"grosvenor st","Ring",1
"10229",7636621,112,"danforth ave","Ring",1
"10230",7636622,569,"danforth ave","Ring",1
"10231",7636624,111,"richmond st w","Ring",1
"10232",7636625,390,"bay st","Ring",1
"10233",7636626,527,"yonge st","Ring",1
"10234",7636627,665,"yonge st","Ring",1
"10235",7636628,29,"st dennis dr","Ring",1
"10236",7636629,519,"church st","Ring",1
"10237",7636630,576,"church st","Ring",1
"10238",7636631,22,"wellesley st e","Ring",1
"10239",7636632,218,"queens quay w","Ring",1
"10240",7636633,218,"queens quay w","Ring",1
"10241",7636634,195,"wellesley st e","Ring",1
"10242",7636635,483,"church st","Ring",1
"10243",7636636,274,"king st w","Ring",1
"10244",7636637,14,"duncan st","Ring",1
"10245",7636638,22,"duncan st","Ring",1
"10246",7636639,266,"king st w","Ring",1
"10247",7636641,2399,"lake shore blvd w","Ring",1
"10248",7636642,832,"college st","Ring",1
"10249",7636643,167,"college st","Ring",1
"10250",7636644,109,"ossington ave","Ring",1
"10251",7636645,2399,"lake shore blvd w","Ring",1
"10252",7636646,832,"college st","Ring",1
"10253",7636647,256,"mc caul st","Ring",1
"10254",7636648,184,"harbord st","Ring",1
"10255",7636649,155,"borden st","Ring",1
"10256",7636650,170,"brunswick ave","Ring",1
"10257",7636651,91,"scollard st","Ring",1
"10258",7636652,944,"st clair ave w","Ring",1
"10259",7636653,900,"st clair ave w","Ring",1
"10260",7636654,1228,"st clair ave w","Ring",1
"10261",7636655,1245,"st clair ave w","Ring",1
"10262",7636656,898,"st clair ave w","Ring",1
"10263",7636657,100,"greensides ave","Ring",1
"10264",7636658,1431,"bathurst st","Ring",1
"10265",7636659,112,"harbord st","Ring",1
"10266",7636660,195,"harbord st","Ring",1
"10267",7636661,720,"bathurst st","Ring",1
"10268",7636662,189,"harbord st","Ring",1
"10269",7636663,320,"huron st","Ring",1
"10270",7636664,169,"harbord st","Ring",1
"10271",7636665,340,"college st","Ring",1
"10272",7636666,219,"harbord st","Ring",1
"10273",7636667,1,"st clair ave e","Ring",1
"10274",7636668,707,"st clair ave w","Ring",1
"10275",7636669,501,"st clair ave w","Ring",1
"10276",7636670,1468,"bathurst st","Ring",1
"10277",7636672,503,"st clair ave w","Ring",1
"10278",7636673,538,"st clair ave w","Ring",1
"10279",7636674,869,"yonge st","Ring",1
"10280",7636675,890,"yonge st","Ring",1
"10281",7636677,1805,"queen st e","Ring",1
"10282",7636678,1943,"queen st e","Ring",1
"10283",7636679,20,"willcocks st","Ring",1
"10284",7636680,55,"harbord st","Ring",1
"10285",7636681,320,"huron st","Ring",1
"10286",7636682,55,"harbord st","Ring",1
"10287",7636683,246,"bloor st w","Ring",1
"10288",7636684,244,"bloor st w","Ring",1
"10289",7636685,55,"harbord st","Ring",1
"10290",7636686,60,"harbord st","Ring",1
"10291",7636687,1,"oak st","Shelter",1
"10292",7636688,51,"trolley cres","Ring",1
"10293",7636689,43,"oak st","Ring",1
"10294",7636690,465,"dundas st e","Ring",1
"10295",7636691,2004,"queen st e","Ring",1
"10296",7636692,2189,"queen st e","Ring",1
"10297",7636694,2195,"queen st e","Ring",1
"10298",7636695,1856,"queen st e","Ring",1
"10299",7636696,2060,"queen st e","Ring",1
"10300",7636697,455,"spadina ave","Ring",1
"10301",7636698,46,"st george st","Ring",1
"10302",7636699,91,"wellesley st e","Ring",1
"10303",7636700,111,"wellesley st e","Ring",1
"10304",7636701,111,"wellesley st e","Ring",1
"10305",7636702,111,"wellesley st e","Ring",1
"10306",7636703,111,"wellesley st e","Ring",1
"10307",7636704,528,"church st","Ring",1
"10308",7636705,540,"church st","Ring",1
"10309",7636706,1055,"bay st","Ring",1
"10310",7636707,9,"inkerman st","Ring",1
"10311",7636709,380,"adelaide st w","Ring",1
"10312",7636710,117,"spadina ave","Ring",1
"10313",7636711,46,"charlotte st","Ring",1
"10314",7636712,262,"the esplanade","Ring",1
"10315",7636713,230,"the esplanade","Ring",1
"10316",7636714,2401,"lake shore blvd w","Ring",1
"10317",7636715,1022,"bloor st w","Ring",1
"10318",7636716,1071,"bloor st w","Ring",1
"10319",7636718,1093,"bloor st w","Ring",1
"10320",7636719,1007,"eglinton ave w","Ring",1
"10321",7636720,977,"eglinton ave w","Ring",1
"10322",7636721,989,"eglinton ave w","Ring",1
"10323",7636722,1035,"eglinton ave w","Ring",1
"10324",7636723,214,"wellington st w","Ring",1
"10325",7636724,200,"wellington st w","Ring",1
"10326",7636725,391,"king st w","Ring",1
"10327",7636726,415,"king st w","Ring",1
"10328",7636727,420,"king st w","Ring",1
"10329",7636728,25,"oxley st","Ring",1
"10330",7636729,370,"richmond st w","Ring",1
"10331",7636730,133,"crawford st","Ring",1
"10332",7636731,133,"crawford st","Ring",1
"10333",7636732,133,"crawford st","Ring",1
"10334",7636733,895,"queen st w","Ring",1
"10335",7636734,895,"queen st w","Ring",1
"10336",7636735,56,"st clair ave w","Ring",1
"10337",7636736,433,"spadina rd","Ring",1
"10338",7636737,49,"givins st","Ring",1
"10339",7636738,980,"king st w","Ring",1
"10340",7636739,641,"mount pleasant rd","Ring",1
"10341",7636740,1400,"queen st w","Ring",1
"10342",7636741,1394,"queen st w","Ring",1
"10343",7636742,165,"bathurst st","Ring",1
"10344",7636743,56,"dan leckie way","Ring",1
"10345",7636744,56,"dan leckie way","Ring",1
"10346",7636745,168,"bathurst st","Ring",1
"10347",7636746,154,"bathurst st","Ring",1
"10348",7636747,66,"bathurst st","Ring",1
"10349",7636748,620,"dundas st w","Ring",1
"10350",7636749,2468,"eglinton ave w","Ring",1
"10351",7636750,554,"roxton rd","Ring",1
"10352",7636751,533,"manning ave","Ring",1
"10353",7636752,404,"queen st e","Ring",1
"10354",7636753,5650,"yonge st","Ring",1
"10355",7636754,5609,"yonge st","Ring",1
"10356",7636755,5667,"yonge st","Ring",1
"10357",7636756,434,"cherry st","Ring",1
"10358",7636757,106,"bathurst st","Ring",1
"10359",7636758,75,"queens wharf rd","Ring",1
"10360",7636759,104,"bathurst st","Ring",1
"10361",7636760,80,"charles st e","Ring",1
"10362",7636761,640,"dundas st e","Ring",1
"10363",7636762,1,"cole st","Ring",1
"10364",7636763,19,"sackville st","Ring",1
"10365",7636764,18,"lower jarvis st","Ring",1
"10366",7636765,268,"college st","Ring",1
"10367",7636767,1288,"queen st e","Ring",1
"10368",7636768,1378,"queen st e","Ring",1
"10369",7636769,1329,"queen st e","Ring",1
"10370",7636771,1303,"queen st e","Ring",1
"10371",7636772,789,"yonge st","Ring",1
"10372",7636773,808,"church st","Ring",1
"10373",7636774,120,"bloor st e","Ring",1
"10374",7636775,836,"yonge st","Ring",1
"10375",7636776,802,"church st","Ring",1
"10376",7636777,67,"scollard st","Ring",1
"10377",7636778,70,"cumberland st","Ring",1
"10378",7636779,1300,"bay st","Ring",1
"10379",7636780,59,"berkeley st","Ring",1
"10380",7636781,225,"queen st e","Ring",1
"10381",7636782,51,"parliament st","Ring",1
"10382",7636783,85,"lower jarvis st","Ring",1
"10383",7636784,256,"parliament st","Ring",1
"10384",7636785,31,"britain st","Ring",1
"10385",7636786,73,"barrington ave","Ring",1
"10386",7636787,506,"bathurst st","Ring",1
"10387",7636788,678,"bathurst st","Ring",1
"10388",7636789,106,"harbord st","Ring",1
"10389",7636790,154,"harbord st","Ring",1
"10390",7636792,434,"king st w","Ring",1
"10391",7636793,400,"king st w","Ring",1
"10392",7636794,388,"richmond st w","Ring",1
"10393",7636795,300,"victoria st","Rack",1
"10394",7636796,38,"elm st","Ring",1
"10395",7636797,1310,"bloor st w","Ring",1
"10396",7636798,582,"lansdowne ave","Ring",1
"10397",7636799,24,"ward st","Ring",1
"10398",7636800,108,"gladstone ave","Ring",1
"10399",7636801,102,"gladstone ave","Ring",1
"10400",7636802,1214,"queen st w","Ring",1
"10401",7636803,2,"beaconsfield ave","Ring",1
"10402",7636804,1142,"queen st w","Ring",1
"10403",7636805,1122,"queen st w","Ring",1
"10404",7636806,1120,"queen st w","Ring",1
"10405",7636807,1094,"queen st w","Ring",1
"10406",7636808,1175,"queen st w","Ring",1
"10407",7636809,621,"university ave","Ring",1
"10408",7636810,465,"university ave","Ring",1
"10409",7636811,610,"university ave","Ring",1
"10410",7636812,550,"university ave","Ring",1
"10411",7636813,522,"university ave","Ring",1
"10412",7636814,610,"university ave","Ring",1
"10413",7636815,40,"dundas st w","Ring",1
"10414",7636816,621,"university ave","Ring",1
"10415",7636817,574,"university ave","Ring",1
"10416",7636818,8,"heintzman st","Ring",1
"10417",7636819,2355,"dundas st w","Ring",1
"10418",7636820,50,"carlton st","Ring",1
"10419",7636821,903,"queen st w","Ring",1
"10420",7636822,104,"crawford st","Ring",1
"10421",7636823,829,"queen st w","Ring",1
"10422",7636824,79,"manning ave","Ring",1
"10423",7636825,667,"queen st w","Ring",1
"10424",7636826,799,"queen st w","Ring",1
"10425",7636827,175,"plains rd","Ring",1
"10426",7636828,22,"yorkville ave","Ring",1
"10427",7636829,53,"scollard st","Ring",1
"10428",7636831,767,"yonge st","Ring",1
"10429",7636832,485,"huron st","Ring",1
"10430",7636833,232,"dupont st","Ring",1
"10431",7636834,596,"spadina ave","Ring",1
"10432",7636835,1862,"danforth ave","Ring",1
"10433",7636836,1932,"danforth ave","Ring",1
"10434",7636837,2046,"danforth ave","Ring",1
"10435",7636838,1675,"danforth ave","Ring",1
"10436",7636839,1596,"danforth ave","Ring",1
"10437",7636840,2003,"danforth ave","Ring",1
"10438",7636841,1840,"danforth ave","Ring",1
"10439",7636842,2,"cumberland st","Ring",1
"10440",7636843,60,"mill st","Ring",1
"10441",7636844,45,"mill st","Ring",1
"10442",7636845,45,"mill st","Ring",1
"10443",7636846,889,"yonge st","Ring",1
"10444",7636847,948,"yonge st","Ring",1
"10445",7636848,887,"yonge st","Ring",1
"10446",7636849,869,"yonge st","Ring",1
"10447",7636850,1842,"queen st e","Ring",1
"10448",7636851,1753,"queen st e","Ring",1
"10449",7636852,2050,"queen st e","Ring",1
"10450",7636853,1972,"queen st e","Ring",1
"10451",7636854,380,"huron st","Ring",1
"10452",7636855,20,"sussex ave","Ring",1
"10453",7636856,370,"huron st","Ring",1
"10454",7636857,140,"st george st","Ring",1
"10455",7636858,140,"st george st","Ring",1
"10456",7636859,246,"bloor st w","Ring",1
"10457",7636860,320,"huron st","Ring",1
"10458",7636861,640,"dundas st e","Ring",1
"10459",7636862,640,"dundas st e","Ring",1
"10460",7636863,325,"parliament st","Ring",1
"10461",7636864,1767,"queen st e","Ring",1
