_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
5917082,13639,BP-32159,479A,Oakwood Ave,Oakwood Ave,East,Amherst Ave,North,,12.0,Oakwood Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4402506946, 43.6915987598)}"
5917083,13640,BP-32167,469,Front St E,Rolling Mills Rd,West,Front St E,South,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3558745185, 43.6528787007)}"
5917084,13641,BP-32193,471,Front St E,Rolling Mills Rd,West,Front St E,South,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3558616152, 43.6528674777)}"
5917085,13642,BP-32215,60,Mill St,Mill St,North,Trinity St,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3593103915, 43.6509551962)}"
5917086,13643,BP-34229,1221,Bay St,Cumberland St,South,Bay St,East,,11.0,Bloor Street,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3895099416, 43.6705932025)}"
5917087,13644,BP-34230,155,Cumberland St,Cumberland St,South,Avenue Rd,East,,11.0,Bloor Street,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3932803421, 43.6697940822)}"
5917088,13645,BP-34235,87,Cumberland St,Cumberland St,South,Bellair St,East,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3903930903, 43.6703983459)}"
5917089,13653,BP-19049,399,Mount Pleasant Rd,Mount Pleasant Rd,East,Merton St,North,,15.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3865136644, 43.6987899104)}"
5917090,13662,BP-19059,319,Oakwood Ave,Oakwood Ave,East,Earlsdale Ave,North,,9.0,Oakwood Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4380514372, 43.6857587335)}"
5917091,13663,BP-19062,990,Dovercourt Rd,Dovercourt Rd,West,Hallam St,South,,9.0,Dovercourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4316749617, 43.6669039416)}"
5917092,13664,BP-19065,990,Dovercourt Rd,Dovercourt Rd,West,Hallam St,South,,9.0,Dovercourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4316682034, 43.6668822983)}"
5917093,13665,BP-19069,18,Shaw St,Shaw St,West,King St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4152418951, 43.6418059021)}"
5917094,13666,BP-19070,18,Shaw St,Shaw St,West,King St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.415258902, 43.6418490943)}"
5917095,13667,BP-19071,18,Shaw St,Shaw St,West,King St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4152736598, 43.6418875231)}"
5917096,13668,BP-19072,289,Niagara St,Niagara St,West,Richmond St W,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4097922482, 43.6454881983)}"
5917097,13669,BP-19073,289,Niagara St,Niagara St,West,Richmond St W,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4098004116, 43.6455083048)}"
5917098,13672,BP-18955,842,Gerrard St E,Carlaw Ave,West,Gerrard St E,North,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3429854006, 43.6679623061)}"
5917099,13673,BP-18957,842,Gerrard St E,Carlaw Ave,West,Gerrard St E,North,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3429932574, 43.667983209)}"
5917100,13674,BP-18959,1871,Danforth Ave,Danforth Ave,South,Aldridge Ave,West,,19.0,Danforth Mosaic,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3174245247, 43.6845918908)}"
5917101,13690,BP-44986,200,Bloor St W,Bloor St W,North,Avenue Rd,West,,11.0,,Art Stand,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3954520172, 43.6685052261)}"
5917102,13691,BP-35828,759,Gladstone Ave,Hallam St,North,Gladstone Ave,East,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4365158295, 43.6661961761)}"
5917103,13693,BP-28891,1011A,King St W,King St W,South,Shaw St,West,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4154624053, 43.6412616982)}"
5917104,13694,BP-21043,354,Lansdowne Ave,Lansdowne Ave,West,Whytock Ave,South,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4410658259, 43.6535457532)}"
5917105,13695,BP-24466,602,Bloor St W,Bloor St W,North,Palmerston Blvd,East,,11.0,Korea Town,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4131529519, 43.6647756422)}"
5917106,13696,BP-21516,2340,Dundas St W,Dundas St W,East,Bloor St W,North,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.452319768, 43.6566342709)}"
5917107,13697,BP-44361,364,Adelaide St W,Adelaide St W,North,Charlotte St,North,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3939744878, 43.64713379)}"
5917108,13698,BP-30656,475,Front St E,Front St E,South,Tannery Rd,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3549958541, 43.6532178767)}"
5917109,13699,BP-33042,631,Spadina Ave,Spadina Ave,East,Harbord St,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4019964959, 43.6632486811)}"
5917110,13700,BP-34195,369,Glebeholme Blvd,Glebeholme Blvd,South,Woodington Ave,West,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3227739833, 43.6861082443)}"
5917111,13702,BP-28890,731,College St,Crawford St,West,Ln S College W Montrose,North,,11.0,Little Italy,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4190191003, 43.6548946163)}"
5917112,13703,BP-31400,522,University Ave,Elm St,South,Simcoe St,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3895522375, 43.6561281081)}"
5917113,13704,BP-36454,1,Adelaide St E,Yonge St,East,Adelaide St E,South,,13.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3782440169, 43.6502321306)}"
5917114,13705,BP-20746,111,Chestnut St,Chestnut St,East,Dundas St W,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3856690961, 43.6546831468)}"
5917115,13706,BP-28697,269,Gerrard St E,Gerrard St E,South,Drovers Lane,North,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3679278665, 43.6619657305)}"
5917116,13707,BP-30720,639,Annette St,Annette St,South,Durie St,West,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4826179128, 43.6594210514)}"
5917117,13708,BP-32289,889,Yonge St,Yonge St,East,Frichot Ave,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3884516141, 43.6745576906)}"
5917118,13709,BP-36293,1,Isabella St,Isabella St,South,Yonge St,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3852980577, 43.6675434806)}"
5917119,13711,BP-29226,179,Bathurst St,Bathurst St,East,Willis St,South,,10.0,Queen Street West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4039865926, 43.6475223152)}"
5917120,13712,BP-26769,29,Woodward Ave,Woodward Ave,West,Eastern Ave,North,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3196668687, 43.664659811)}"
5917121,13715,BP-27123,174,St George St,St George St,West,Prince Arthur Ave,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4002289562, 43.6683303507)}"
5917122,13716,BP-25139,362,Bloor St W,Bloor St W,North,Walmer Rd,West,,11.0,Bloor Annex,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4056424052, 43.6663599467)}"
5917123,13717,BP-21817,32,Grenville St,Grenville St,North,St Vincent Lane,East,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3851254657, 43.6618317694)}"
5917124,13718,BP-21942,395,Front St W,Front St W,South,Spadina Ave,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3932876563, 43.6427855527)}"
5917125,13719,BP-35301,260,Richmond St W,Richmond St W,North,Ln S Richmond W Duncan,North,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3898919378, 43.6493887599)}"
5917126,13720,BP-20636,35,Wellesley St W,Wellesley St W,South,Bay St,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3863275568, 43.6644840818)}"
5917127,13721,BP-30252,922,Bloor St W,Bloor St W,North,Concord Ave,West,,9.0,Bloorcourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4271851459, 43.6617068302)}"
5917128,13722,BP-24914,915,Kingston Rd,Kingston Rd,South,Balsam Ave,West,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2894822235, 43.6802619689)}"
5917129,13723,BP-23213,1163,Queen St W,Queen St W,South,Northcote Ave,East,,9.0,West Queen West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4257264671, 43.6427349896)}"
5917130,13726,BP-30340,35,Bellevue Ave,Bellevue Ave,East,Denison Sq,North,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4032354192, 43.6541568723)}"
5917131,13727,BP-35807,364,Donlands Ave,Donlands Ave,West,Woodville Ave,North,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3429585796, 43.6940533171)}"
5917132,13737,BP-34246,70A,Yorkville Ave,Yorkville Ave,North,Genoa St,West,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3909751586, 43.6712446493)}"
5917133,13738,BP-34250,1233,Bay St,Cumberland St,North,Bay St,East,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3895187979, 43.6706866899)}"
5917134,13739,BP-34251,97,Yorkville Ave,Yorkville Ave,South,Bellair St,West,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3918901824, 43.6709529032)}"
5917135,13740,BP-34253,63A,Yorkville Ave,Yorkville Ave,South,Genoa St,West,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3908319579, 43.6711738882)}"
5917136,13741,BP-34259,29,Bellair St,Yorkville Ave,South,Genoa St,West,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3908854269, 43.6711620485)}"
5917137,13742,BP-34263,1233,Bay St,Cumberland St,North,Bay St,East,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3895826841, 43.6706744108)}"
5917138,13743,BP-34266,4,Cumberland St,Cumberland St,North,Yonge St,West,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3873872334, 43.6710997151)}"
5917139,13744,BP-34271,110,Yorkville Ave,Yorkville Ave,North,Hazelton Ave,East,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3926771697, 43.6708783666)}"
5917140,13745,BP-34272,1221,Bay St,Cumberland St,South,Ln W Yonge N Cumberland,West,,11.0,Bloor Street,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3891267412, 43.670677381)}"
5917141,13746,BP-34312,354,Huron St,Huron St,West,Glen Morris St,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4002705752, 43.6639240711)}"
5917142,13747,BP-34322,140,St George St,Sussex Ave,South,bpNichol Lane,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3999070628, 43.6651859391)}"
5917143,13748,BP-34348,364,Huron St,Huron St,West,Glen Morris St,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4004772299, 43.6644374806)}"
5917144,13749,BP-34349,369,Huron St,Huron St,East,Glen Morris St,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4002624024, 43.6639026228)}"
5917145,13750,BP-34350,140,St George St,Sussex Ave,South,St George St,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3993027802, 43.6653050451)}"
5917146,13751,BP-34354,364,Huron St,Huron St,West,Glen Morris St,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4004919308, 43.6644779814)}"
5917147,13752,BP-32235,15,Mill St,Mill St,South,Parliament St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3613626244, 43.6503184089)}"
5917148,13753,BP-32256,45,Mill St,Mill St,South,Trinity St,West,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3603586572, 43.6505577033)}"
5917149,13754,BP-32266,25,Mill St,Mill St,South,Parliament St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3611571112, 43.6503683421)}"
5917150,13755,BP-32268,70,Mill St,Mill St,North,Tank House Lane,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3590190361, 43.6510014463)}"
5917151,13756,BP-32270,90,Mill St,Mill St,North,Cherry St,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3579593422, 43.6512544589)}"
5917152,13757,BP-32273,889,Yonge St,Yonge St,East,Frichot Ave,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3884431284, 43.6745325866)}"
5917153,13758,BP-32286,980,Yonge St,Yonge St,West,Baxter St,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3887142424, 43.675207986)}"
5917154,13759,BP-32292,927,Yonge St,Baxter St,South,Yonge St,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3887320347, 43.6752504986)}"
5917155,13760,BP-32307,926,Yonge St,Yonge St,West,Frichot Ave,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3884715483, 43.6741264837)}"
5917156,13761,BP-32308,1819,Queen St E,Queen St E,South,Joseph Duggan Rd,East,,19.0,The Beach,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3076499566, 43.6682598924)}"
5917157,13762,BP-32311,1961,Queen St E,Kenilworth Ave,West,Ln S Queen W Kenilworth,North,,19.0,The Beach,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3018672286, 43.6693853263)}"
5917158,13763,BP-32321,1971A,Queen St E,Queen St E,South,Waverley Rd,West,,19.0,The Beach,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3011480115, 43.6697205291)}"
5917159,13764,BP-32337,2000,Queen St E,Queen St E,North,Bellefair Ave,West,,19.0,The Beach,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3001221743, 43.6700803594)}"
5917160,13765,BP-34358,140,St George St,Sussex Ave,South,St George St,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3991976427, 43.6653279779)}"
5917161,13766,BP-34363,20,Willcocks St,Huron St,West,Classic Ave,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3995739334, 43.6621820079)}"
5917162,13767,BP-34364,140,St George St,Sussex Ave,South,bpNichol Lane,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3993950149, 43.6652864126)}"
5917163,13768,BP-34368,140,St George St,Sussex Ave,South,St George St,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3993196373, 43.6653014594)}"
5917164,13769,BP-34398,246,Bloor St W,Bedford Rd,West,Bloor St W,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3975662785, 43.6681908514)}"
5917165,13770,BP-18960,1871,Danforth Ave,Danforth Ave,South,Aldridge Ave,West,,19.0,Danforth Mosaic,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3174539022, 43.6845858798)}"
5917166,13771,BP-18993,353,Oakwood Ave,Oakwood Ave,East,Rogers Rd,South,,12.0,Oakwood Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4385357646, 43.6869420273)}"
5917167,13793,BP-17550,610,Marlee Ave,Marlee Ave,West,Glen Park Ave,South,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4440906774, 43.709525918)}"
5917168,13800,BP-30263,898,Bloor St W,Bloor St W,North,Ossington Ave,West,,9.0,Bloorcourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4260374577, 43.6619579329)}"
5917169,13801,BP-30222,585,College St,College St,South,Clinton St,East,,11.0,Little Italy,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4133992269, 43.6552379223)}"
5917170,13802,BP-30023,1895,Eglinton Ave W,Eglinton Ave W,South,Kirknewton Rd,East,,9.0,Fairbank Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4519170692, 43.6952524866)}"
5917171,13803,BP-23544,620,University Ave,University Ave,West,Orde St,North,,11.0,,Rack,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3903150295, 43.6589224022)}"
5917172,13804,BP-44321,209,Wellington St W,Wellington St W,South,John St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3883641763, 43.6453854872)}"
5917173,13805,BP-30910,2533,Yonge St,Yonge St,East,St Clements Ave,South,,15.0,Uptown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3995489208, 43.7129075446)}"
5917174,13806,BP-32082,70,York St,York St,West,Wellington St W,North,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.383335022, 43.6470923183)}"
5917175,13807,BP-29690,1248,Yonge St,Yonge St,West,Summerhill Ave,North,,12.0,Rosedale Main Street,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3921699252, 43.6831596662)}"
5917176,13808,BP-23441,1993,Danforth Ave,Danforth Ave,South,East Lynn Ave,East,,19.0,Danforth Mosaic,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3148384631, 43.6851524189)}"
5917177,13809,BP-31924,2196,Dundas St W,Dundas St W,East,Boustead Ave,East,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4511524434, 43.6536138059)}"
5917178,13810,BP-27447,337,Spadina Ave,Spadina Ave,East,Baldwin St,South,,11.0,Chinatown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3986152523, 43.6548751457)}"
5917179,13811,BP-26532,3311-3313,Bloor St W,Bloor St W,South,Eagle Rd,West,,3.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5201841013, 43.6453124293)}"
5917180,13812,BP-30454,160,Adelaide St W,University Ave,East,Adelaide St W,North,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.385517902, 43.6491787731)}"
5917181,13813,BP-26045,611,Gerrard St E,Gerrard St E,South,Ln E Broadview N Gerrard,East,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3513775505, 43.6656492547)}"
5917182,13814,BP-35447,585,Queen St W,Portland St,West,Queen St W,South,,10.0,Queen Street West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4014219134, 43.6475552827)}"
5917183,13815,BP-27411,293-299,Spadina Ave,Spadina Ave,East,Ln N Dundas W Huron,West,,11.0,Chinatown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3980519029, 43.6534582726)}"
5917184,13816,BP-25305,655,Victoria Park Ave,Victoria Park Ave,East,Ln N Danforth W Victoria Park,South,,20.0,Crossroads of the Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2883568512, 43.6916013065)}"
5917185,13817,BP-34117,2340,Dundas St W,Bloor St W,North,Dundas St W,East,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4513986039, 43.6566403729)}"
5917186,13818,BP-26767,1586,Queen St E,Queen St E,North,Rhodes Ave,West,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3180050208, 43.6660739965)}"
5917187,13819,BP-29067,399,Bathurst St,Bathurst St,East,College Pl,East,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4061171341, 43.6528239782)}"
5917188,13821,BP-30996,60,Harbour St,Bay St,West,Lake Shore Blvd W,South,,10.0,The Waterfront,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3778541579, 43.6426896858)}"
5917189,13822,BP-34373,140,St George St,Sussex Ave,South,bpNichol Lane,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3999308561, 43.6651794069)}"
5917190,13823,BP-32277,900,Yonge St,Yonge St,West,Davenport Rd,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3882168429, 43.6735410589)}"
5917191,13825,BP-32367,1852,Queen St E,Queen St E,North,Joseph Duggan Rd,East,,19.0,The Beach,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3076111721, 43.6684063508)}"
5917192,13826,BP-30094,3367,Yonge St,Yonge St,East,St Germain Ave,South,,15.0,Yonge Lawrence Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4038323904, 43.7317422784)}"
5917193,13827,BP-25168,2090,Danforth Ave,Danforth Ave,North,Woodbine Ave,East,,19.0,Danforth Mosaic,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3123445168, 43.6858750722)}"
5917194,13828,BP-29137,404,College St,College St,North,Lippincott St,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.406274647, 43.6568520962)}"
5917195,13829,BP-31687,379,Roncesvalles Ave,Roncesvalles Ave,East,Neepawa Ave,South,,4.0,Roncesvalles Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4504866417, 43.6502147054)}"
5917196,13830,BP-32098,2249,Queen St E,Queen St E,South,Hammersmith Ave,West,,19.0,The Beach,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2946673603, 43.6711245216)}"
