_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
5920767,18461,BP-33743,973A,Eglinton Ave W,Eglinton Ave W,South,Camberwell Rd,East,,12.0,Upper Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4295362448, 43.7000504215)}"
5920768,18462,BP-40113,325,Adelaide St W,Adelaide St W,South,Peter St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3926927978, 43.6472482797)}"
5920769,18463,BP-40008,123,Front St W,Front St W,South,University Ave,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3831605228, 43.6450662834)}"
5920770,18464,BP-40023,177,Wellington St W,Wellington St W,South,Simcoe St,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.386655549, 43.6457567056)}"
5920771,18465,BP-40027,274,King St W,King St W,North,Ed Mirvish Way,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3884622138, 43.6469322969)}"
5920772,18466,BP-21361,26,Lombard St,Lombard St,North,Spice Mill Lane,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3763872274, 43.6516232153)}"
5920773,18467,BP-21369,30,Adelaide St E,Adelaide St E,North,Toronto St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3768469277, 43.65084567)}"
5920774,18468,BP-21377,204,King St E,King St E,North,Frederick St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3691734285, 43.6511260353)}"
5920775,18469,BP-20123,479,Wellington St W,Wellington St W,South,Draper St,East,,10.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.397999871, 43.6432397879)}"
5920776,18470,BP-20128,436,Wellington St W,Wellington St W,North,Draper St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3968698781, 43.6436210983)}"
5920777,18471,BP-20133,440,Wellington St W,Wellington St W,North,Draper St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3972463194, 43.6435554843)}"
5920778,18472,BP-20134,440,Wellington St W,Wellington St W,North,Draper St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3972588173, 43.6435533892)}"
5920779,18473,BP-20044,1168A,Bay St,Bay St,West,Bloor St W,South,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3892779677, 43.6689506675)}"
5920780,18474,BP-20049,1132,Bay St,Bay St,West,Charles St W,North,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3890781404, 43.6684700457)}"
5920781,18478,BP-20076,423,Richmond St W,Camden St,North,Spadina Ave,West,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3960415519, 43.6474492691)}"
5920782,18479,BP-20081,423,Richmond St W,Spadina Ave,West,Camden St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3960779632, 43.6475474171)}"
5920783,18480,BP-20092,104,Spadina Ave,Spadina Ave,West,Adelaide St W,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3956442151, 43.646466669)}"
5920784,18481,BP-20109,30,Niagara St,Niagara St,North,Ln E Bathurst S Wellington,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4010107026, 43.642142413)}"
5920785,18482,BP-20116,462,Front St W,Front St W,North,Draper St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.396930648, 43.6419918957)}"
5920786,18483,BP-20165,1637,Queen St W,Queen St W,South,King St W,East,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4456446853, 43.6387644817)}"
5920787,18484,BP-20173,1605,Queen St W,Queen St W,South,Triller Ave,West,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.444030259, 43.6390715319)}"
5920788,18485,BP-20196,1397,Queen St W,Queen St W,South,Lansdowne Ave,South,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4366154803, 43.6405295929)}"
5920789,18486,BP-20204,1351 1/2,Queen St W,Queen St W,South,Dunn Ave,West,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4349004535, 43.6408822032)}"
5920790,18487,BP-20207,1345,Queen St W,Queen St W,South,O'Hara Ave,East,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4340029509, 43.6410723647)}"
5920791,18488,BP-20220,1303,Queen St W,Queen St W,South,Cowan Ave,East,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4327352796, 43.6413257707)}"
5920792,18489,BP-20303,163,Dufferin St,Dufferin St,East,Thorburn Ave,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4260004849, 43.6356538727)}"
5920793,18490,BP-20336,119-125,Spadina Ave,Spadina Ave,East,Adelaide St W,North,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3954581326, 43.6470513808)}"
5920794,18491,BP-20342,119,Spadina Ave,Spadina Ave,East,Adelaide St W,North,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3954353956, 43.6469959205)}"
5920795,18492,BP-20224,1303A,Queen St W,Queen St W,South,Brock Ave,West,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.43252829, 43.6413685132)}"
5920796,18493,BP-20227,1277,Queen St W,Queen St W,South,Elm Grove Ave,West,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4319189513, 43.6414919119)}"
5920797,18494,BP-20253,135,Jefferson Ave,Jefferson Ave,East,King St W,South,,10.0,Liberty Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4220519618, 43.6396397605)}"
5920798,18495,BP-20262,60,Atlantic Ave,Liberty St,North,Jefferson Ave,East,,10.0,Liberty Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.421444451, 43.6381954155)}"
5920799,18496,BP-20273,30,Jefferson Ave,Jefferson Ave,West,Ln S Liberty E Jefferson,South,,10.0,Liberty Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4213065917, 43.6372364486)}"
5920800,18497,BP-20640,917,Bay St,Bay St,East,Breadalbane St,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3867813757, 43.6637852452)}"
5920801,18498,BP-25887,922,Bathurst St,Bathurst St,West,Barton Ave,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4127085494, 43.6686889492)}"
5920802,18499,BP-25904,1012,Bathurst St,Bathurst St,West,Olive Ave,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4135409841, 43.6708217449)}"
5920803,18500,BP-25906,1002,Bathurst St,Bathurst St,West,Olive Ave,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4134479281, 43.6705892692)}"
5920804,18501,BP-25919,1098,Bathurst St,Bathurst St,West,Dupont St,South,,11.0,Dupont by the Castle,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4143959619, 43.672997505)}"
5920805,18502,BP-25927,304,Danforth Ave,Danforth Ave,North,Bowden St,East,,14.0,Broadview Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3538064805, 43.6772751968)}"
5920806,18503,BP-25948,200,Danforth Ave,Danforth Ave,North,Ellerbeck St,East,,14.0,Broadview Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3561476978, 43.676853998)}"
5920807,18504,BP-25954,383,Broadview Ave,Broadview Ave,East,Simpson Ave,South,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3527290508, 43.6659450415)}"
5920808,18505,BP-25979,485,Broadview Ave,Broadview Ave,East,Withrow Ave,South,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3528970629, 43.6693183992)}"
5920809,18506,BP-25985,636,Gerrard St E,Gerrard St E,North,Boulton Ave,West,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3506891458, 43.6659289023)}"
5920810,18507,BP-26010,2,Howland Rd,Howland Rd,West,Ln N Gerrard W Howland Rd,North,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3472857768, 43.6671753487)}"
5920811,18508,BP-26014,6,Chester Ave,Danforth Ave,North,Chester Ave,West,,14.0,Greektown on the Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3522021536, 43.6775806908)}"
5920812,18509,BP-23889,335,King St E,King St E,South,Ontario St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3657217027, 43.6517494816)}"
5920813,18510,BP-23892,375,Bay St,Bay St,East,Richmond St W,North,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3813453673, 43.6514842494)}"
5920814,18513,BP-23370,1205,Bathurst St,Bathurst St,East,Ln S Davenport E Bathurst,South,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4151260018, 43.6753252154)}"
5920815,18514,BP-23476,613,Christie St,Christie St,East,Benson Ave,East,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4248853965, 43.679976878)}"
5920816,18515,BP-23372,46,Thorncliffe Park Dr,Thorncliffe Park Dr,North,Grandstand Pl,South,,15.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3425767207, 43.7026948525)}"
5920817,18516,BP-23901,65,George St,George St,East,King St E,South,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3704445451, 43.650458934)}"
5920818,18517,BP-23481,216,Vaughan Rd,Kenwood Ave,West,Vaughan Rd,West,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4238580984, 43.6875180614)}"
5920819,18518,BP-24324,2451A,Bloor St W,Bloor St W,South,Jane St,South,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4846292807, 43.6491215569)}"
5920820,18519,BP-24335,2404A,Bloor St W,Bloor St W,North,Armadale Ave,West,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.483291766, 43.649674332)}"
5920821,18520,BP-24336,2451A,Bloor St W,Bloor St W,South,Jane St,South,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4845120248, 43.649167394)}"
5920822,18521,BP-24337,2410,Bloor St W,Bloor St W,North,Armadale Ave,West,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.483383294, 43.6496549294)}"
5920823,18522,BP-24340,246A,Jane St,Jane St,West,Harshaw Ave,South,,4.0,Baby Point Gates,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4869806075, 43.6552126631)}"
5920824,18523,BP-24343,891,Broadview Ave,Broadview Ave,East,Browning Ave,South,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3576718756, 43.6807431328)}"
5920825,18525,BP-24356,782,Broadview Ave,Broadview Ave,West,Ln N Danforth W Broadview,South,,14.0,Broadview Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3588832924, 43.6769866217)}"
5920826,18527,BP-24400,751,Pape Ave,Pape Ave,East,Gertrude Pl,South,,14.0,Greektown on the Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3452688882, 43.680261874)}"
5920827,18528,BP-24402,788A,Broadview Ave,Broadview Ave,West,Ln N Danforth W Broadview,West,,14.0,Broadview Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3588762096, 43.6770400538)}"
5920828,18529,BP-24410,778,Broadview Ave,Broadview Ave,West,Danforth Ave,North,,14.0,Broadview Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3589900305, 43.6765973204)}"
5920829,18530,BP-28022,765,Queen St W,Queen St W,South,Euclid Ave,West,,10.0,West Queen West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4077947018, 43.6463664613)}"
5920830,18531,BP-28031,196,Carlton St,Carlton St,North,Ontario St,West,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.370884512, 43.6637263139)}"
5920831,18532,BP-28060,428,Parliament St,Parliament St,West,Spruce St,South,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3675546153, 43.6630231902)}"
5920832,18533,BP-28072,231,Carlton St,Carlton St,South,Catbird Lane,North,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3685974442, 43.6640642464)}"
5920833,18534,BP-28074,1,Homewood Ave,Carlton St,North,Homewood Ave,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.37413211, 43.6630380659)}"
5920834,18535,BP-28080,493,Parliament St,Parliament St,East,Carlton St,North,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3680009605, 43.6646017852)}"
5920835,18536,BP-28086,514,Parliament St,Parliament St,West,Winchester St,South,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.368579099, 43.6655336757)}"
5920836,18537,BP-28096,181-183,Gerrard St E,Gerrard St E,South,Pembroke St,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3732112164, 43.6609387544)}"
5920837,18539,BP-28101,381,Sherbourne St,Sherbourne St,East,Carlton St,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3732356122, 43.6639405397)}"
5920838,18540,BP-29758,1881,Yonge St,Yonge St,East,Balliol St,North,,12.0,Midtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3963842231, 43.6978634653)}"
5920839,18541,BP-29760,299,Morningside Ave,Tefft Rd,South,Morningside Ave,East,,25.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1873297994, 43.7726512825)}"
5920840,18542,BP-29768,2,Pineway Blvd,Pineway Blvd,West,Finch Ave E,North,,17.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3734406286, 43.7893039495)}"
5920841,18543,BP-29773,80,Grosvenor St,Grosvenor St,North,Surrey Pl,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3892641394, 43.6619229054)}"
5920842,18544,BP-29775,39,Queen's Park Cres E,Queen's Park Cres E,East,Wellesley St W,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3907865284, 43.6642623872)}"
5920843,18545,BP-29793,73,Queen's Park Cres E,Queen's Park,North,Queen's Park Cres W,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3934642791, 43.6659591638)}"
5920844,18546,BP-29801,78,Queen's Park,Queen's Park,West,Queen's Park Cres W,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3935978252, 43.6662044846)}"
5920845,18547,BP-29804,99,Wellesley St W,Queen's Park Cres E,East,Wellesley St W,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3904173289, 43.6633188105)}"
5920846,18548,BP-29805,78,Queen's Park,Queen's Park,West,Queen's Park Cres W,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3935713185, 43.6662091586)}"
5920847,18549,BP-29818,60,Oxford St,Augusta Ave,East,Oxford St,North,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4027041915, 43.6564311803)}"
5920848,18551,BP-29824,48,Oxford St,Oxford St,North,Ellen Ave,East,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4014952813, 43.6563788913)}"
5920849,18552,BP-29827,194,Augusta Ave,Augusta Ave,West,Ln S Nassau W Augusta,North,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.402009509, 43.6543250085)}"
5920850,18553,BP-29850,90,Oxford St,Oxford St,North,Bellevue Ave,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4046986132, 43.6557406925)}"
5920851,18554,BP-29869,126,Denison Ave,Denison Ave,West,Dundas St W,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4024616314, 43.6520558022)}"
5920852,18555,BP-29875,215,Augusta Ave,Augusta Ave,East,Ln S Nassau W Augusta,South,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4017433808, 43.6540856681)}"
5920853,18556,BP-29881,560A,Dundas St W,Dundas St W,North,Kensington Ave,East,,11.0,Chinatown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3997301107, 43.6526304349)}"
5920854,18557,BP-29913,126,Denison Ave,Dundas St W,North,Denison Ave,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4024952565, 43.6520528514)}"
5920855,18558,BP-29937,69,Oxford St,Augusta Ave,East,Oxford St,South,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4025121701, 43.6559357533)}"
5920856,18559,BP-29949,138,Augusta Ave,Dundas St W,North,Ln W Augusta N Dundas,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4014650127, 43.6522651472)}"
5920857,18560,BP-29983,2525,Eglinton Ave W,Eglinton Ave W,South,Richardson Ave,East,,5.0,Eglinton Hill,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4712668114, 43.6909440831)}"
5920858,18561,BP-29984,326,Silverthorn Ave,Rogers Rd,North,Silverthorn Ave,West,,5.0,Rogers Road,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4634713889, 43.682822754)}"
5920859,18562,BP-40034,284A,King St W,King St W,North,Ed Mirvish Way,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3887702079, 43.6468680392)}"
5920860,18563,BP-40038,373,King St W,King St W,South,Peter St,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3928972776, 43.6458336726)}"
5920861,18564,BP-40100,92,Peter St,Adelaide St W,South,Peter St,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3930659799, 43.6471904535)}"
5920862,18565,BP-40109,356,King St W,King St W,North,Widmer St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3907399641, 43.6464386563)}"
5920863,18566,BP-40064,400,King St W,King St W,North,Charlotte St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3931743127, 43.6459145031)}"
5920864,18567,BP-40104,80,Peter St,Peter St,West,Ln N King E Peter,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3925700917, 43.6464339008)}"
5920865,18568,BP-40040,415,King St W,King St W,South,Spadina Ave,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3945238379, 43.6454962385)}"
5920866,18569,BP-40116,325,Adelaide St W,Adelaide St W,South,Peter St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3925328491, 43.647278491)}"
5920867,18570,BP-23069,40,Elm St,Elm St,North,Ln E Bay S Elm,East,,11.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3838837343, 43.6574728733)}"
5920868,18571,BP-23073,40,Elm St,Elm St,North,Ln E Bay S Elm,East,,11.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3838397152, 43.657482469)}"
5920869,18572,BP-23078,2,Elm St,Elm St,North,Yonge St,West,,11.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3818443354, 43.6578906785)}"
5920870,18573,BP-23079,8,Elm St,Elm St,North,Ln W Yonge S Elm,East,,11.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.382178192, 43.6578205245)}"
5920871,18574,BP-23090,538,Lansdowne Ave,Wade Ave,South,Lansdowne Ave,West,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4433104281, 43.659104773)}"
5920872,18575,BP-23113,1536B,Dupont St,Dupont St,North,Ln E Perth S Dupont,West,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4521058602, 43.6656127612)}"
5920873,18576,BP-22964,927,St Clair Ave W,St Clair Ave W,South,Robina Ave,West,,9.0,Regal Heights Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4348865356, 43.6796477314)}"
5920874,18577,BP-20005,1280,Dundas St W,Dundas St W,North,Coolmine Rd,East,,9.0,Little Portugal,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4254553375, 43.6495226814)}"
5920875,18578,BP-20012,1338,Dundas St W,Dundas St W,North,Rusholme Rd,West,,9.0,Little Portugal,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4272305109, 43.6495737288)}"
5920876,18579,BP-20032,1322,Dundas St W,Dundas St W,North,Coolmine Rd,West,,9.0,Little Portugal,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4262690957, 43.6495443444)}"
5920877,18580,BP-20033,638,Dufferin St,Dundas St W,North,Dufferin St,West,,9.0,Little Portugal,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4317163796, 43.6497035236)}"
5920878,18588,BP-43816,988,Queen St W,Queen St W,North,Givins St,West,,10.0,West Queen West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4179868444, 43.6444300941)}"
5920879,18589,BP-43834,238A,Danforth Ave,Danforth Ave,North,Playter Blvd,West,,14.0,Broadview Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3553747623, 43.676964891)}"
5920880,18590,BP-43836,598,Gerrard St E,Gerrard St E,North,Ln E Broadview N Gerrard,East,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3518551893, 43.6656733502)}"
5920881,18591,BP-43838,2105,Yonge St,Yonge St,East,Hillsdale Ave W,South,,12.0,Midtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3974794258, 43.7031369534)}"
5920882,18592,BP-43855,669,Danforth Ave,Danforth Ave,South,Ln E Pape S Danforth,West,,14.0,Greektown on the Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3445364848, 43.678902231)}"
5920883,18593,BP-43873,2253,Bloor St W,Bloor St W,South,Beresford Ave,East,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.477485813, 43.6507964088)}"
5920884,18595,BP-20649,375,University Ave,University Ave,East,Armoury St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3873981185, 43.6533551198)}"
5920885,18596,BP-20651,375,University Ave,University Ave,East,Armoury St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3874414496, 43.6534331593)}"
5920886,18597,BP-20666,425,University Ave,University Ave,East,Dundas St W,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3877132149, 43.6541747151)}"
5920887,18598,BP-20683,380-382,University Ave,University Ave,West,Armoury St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3879587643, 43.6533302419)}"
5920888,18599,BP-20692,400,University Ave,University Ave,West,Armoury St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.388111474, 43.6536900226)}"
5920889,18600,BP-20712,361,University Ave,Armoury St,South,Centre Ave,East,,10.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3862096911, 43.6533542401)}"
5920890,18601,BP-20713,361,University Ave,Armoury St,South,Centre Ave,East,,10.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3861924513, 43.6533649345)}"
5920891,18602,BP-20716,55,Centre Ave,Centre Ave,East,Dundas St W,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3868308002, 43.6545629195)}"
5920892,18603,BP-20717,55,Centre Ave,Centre Ave,East,Dundas St W,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3868397662, 43.6545879341)}"
5920893,18604,BP-20726,80,Chestnut St,Chestnut St,West,Armoury St,North,,10.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3856275106, 43.654143339)}"
5920894,18605,BP-20730,92,Chestnut St,Chestnut St,West,Armoury St,North,,10.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3856870081, 43.654259507)}"
5920895,18606,BP-20751,119,Chestnut St,Chestnut St,East,Dundas St W,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.385796448, 43.6549746479)}"
5920896,18607,BP-20756,180,Richmond St W,University Ave,West,Richmond St W,North,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3866571635, 43.6502378923)}"
5920897,18608,BP-20757,181,Queen St W,University Ave,West,Queen St W,South,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3867591892, 43.6504939831)}"
5920898,18610,BP-20773,180,Victoria St,Victoria St,West,Shuter St,South,,13.0,Downtown Yonge,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3787305716, 43.6540377827)}"
5920899,18612,BP-20820,2,Shuter St,Shuter St,North,Yonge St,East,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3796114667, 43.6542090734)}"
