"","id","stNumber","stName","type"
"6956",7633075,869,"queen st w","Ring"
"6957",7633076,883,"queen st w","Ring"
"6958",7633077,155,"crawford st","Ring"
"6959",7633078,1524,"queen st w","Ring"
"6960",7633080,1706,"queen st w","Ring"
"6961",7633081,1334,"queen st w","Ring"
"6962",7633082,1378,"queen st w","Ring"
"6963",7633083,1574,"queen st w","Ring"
"6964",7633084,1598,"queen st w","Ring"
"6965",7633085,1349,"woodbine ave","Ring"
"6966",7633086,47,"woodmount ave","Ring"
"6967",7633087,468,"huron st","Ring"
"6968",7633088,351,"bloor st w","Ring"
"6969",7633089,468,"huron st","Ring"
"6970",7633091,1542,"bloor st w","Ring"
"6971",7633092,1701,"bloor st w","Ring"
"6972",7633093,1649,"bloor st w","Ring"
"6973",7633094,1750,"bloor st w","Ring"
"6974",7633095,2049,"dundas st w","Ring"
"6975",7633096,1995,"dundas st w","Ring"
"6976",7633097,555,"parliament st","Ring"
"6977",7633098,1,"adelaide st e","Ring"
"6978",7633099,568,"parliament st","Ring"
"6979",7633100,6,"adelaide st e","Ring"
"6980",7633101,111,"wellington st w","Ring"
"6981",7633102,505,"parliament st","Ring"
"6982",7633103,1,"adelaide st e","Ring"
"6983",7633104,583,"parliament st","Ring"
"6984",7633105,537,"parliament st","Ring"
"6985",7633106,2247,"queen st e","Ring"
"6986",7633108,16,"hollywood ave","Ring"
"6987",7633109,5111,"yonge st","Ring"
"6988",7633110,1044,"queen st e","Ring"
"6989",7633111,1105,"queen st e","Ring"
"6990",7633112,1124,"queen st e","Ring"
"6991",7633113,3,"coady ave","Ring"
"6992",7633114,819,"queen st e","Ring"
"6993",7633115,742,"queen st e","Ring"
"6994",7633116,1192,"queen st e","Ring"
"6995",7633117,391,"roncesvalles ave","Ring"
"6996",7633118,379,"roncesvalles ave","Ring"
"6997",7633119,2310,"bloor st w","Ring"
"6998",7633120,248,"kennedy ave","Ring"
"6999",7633121,2350,"bloor st w","Ring"
"7000",7633122,107,"fourth st","Ring"
"7001",7633123,2253,"bloor st w","Ring"
"7002",7633124,2310,"bloor st w","Ring"
"7003",7633125,255,"runnymede rd","Ring"
"7004",7633126,255,"runnymede rd","Ring"
"7005",7633127,430,"royal york rd","Ring"
"7006",7633128,404,"sherbourne st","Ring"
"7007",7633129,487,"jarvis st","Ring"
"7008",7633130,117,"earl pl","Ring"
"7009",7633131,197,"wellesley st e","Ring"
"7010",7633132,410,"jarvis st","Ring"
"7011",7633133,125,"earl pl","Ring"
"7012",7633134,3,"howard st","Ring"
"7013",7633135,130,"carlton st","Ring"
"7014",7633136,224,"wellesley st e","Ring"
"7015",7633137,467,"jarvis st","Ring"
"7016",7633138,415,"jarvis st","Ring"
"7017",7633139,22,"the esplanade","Ring"
"7018",7633140,35,"wellington st e","Ring"
"7019",7633141,35,"wellington st e","Ring"
"7020",7633142,49,"wellington st e","Ring"
"7021",7633143,6,"king st w","Ring"
"7022",7633144,27,"front st e","Ring"
"7023",7633145,17,"wellington st e","Ring"
"7024",7633146,66,"the esplanade","Ring"
"7025",7633147,145,"queen st w","Ring"
"7026",7633148,180,"york st","Ring"
"7027",7633149,5643,"yonge st","Ring"
"7028",7633150,461,"cherry st","Ring"
"7029",7633151,672,"dupont st","Ring"
"7030",7633152,1921,"yonge st","Ring"
"7031",7633153,672,"dupont st","Ring"
"7032",7633155,2350,"yonge st","Ring"
"7033",7633156,622,"queen st w","Ring"
"7034",7633158,723,"queen st w","Ring"
"7035",7633159,765,"queen st w","Ring"
"7036",7633160,41,"bellwoods ave","Ring"
"7037",7633161,7,"markham st","Ring"
"7038",7633162,761,"queen st w","Ring"
"7039",7633163,22,"dovercourt rd","Ring"
"7040",7633164,993,"queen st w","Ring"
"7041",7633165,133,"crawford st","Ring"
"7042",7633166,1140,"bloor st w","Ring"
"7043",7633167,170,"memorial park ave","Ring"
"7044",7633168,366,"bloor st e","Ring"
"7045",7633169,2,"cumberland st","Ring"
"7046",7633170,1274,"queen st w","Ring"
"7047",7633171,1552,"queen st w","Ring"
"7048",7633172,1366,"queen st w","Ring"
"7049",7633173,1566,"queen st w","Ring"
"7050",7633174,1602,"queen st w","Ring"
"7051",7633175,10,"macdonell ave","Ring"
"7052",7633176,1,"howland rd","Ring"
"7053",7633177,11,"elm ave","Ring"
"7054",7633178,420,"huron st","Ring"
"7055",7633179,468,"huron st","Ring"
"7056",7633180,232,"dupont st","Ring"
"7057",7633181,245,"dupont st","Ring"
"7058",7633182,1750,"bloor st w","Ring"
"7059",7633183,1624,"bloor st w","Ring"
"7060",7633185,1665,"bloor st w","Ring"
"7061",7633186,1680,"bloor st w","Ring"
"7062",7633187,2340,"dundas st w","Ring"
"7063",7633188,516,"parliament st","Ring"
"7064",7633189,560,"parliament st","Ring"
"7065",7633190,75,"yorkville ave","Ring"
"7066",7633192,140,"st george st","Ring"
"7067",7633193,364,"huron st","Ring"
"7068",7633194,350,"huron st","Ring"
"7069",7633195,20,"willcocks st","Ring"
"7070",7633196,140,"st george st","Ring"
"7071",7633197,140,"st george st","Ring"
"7072",7633198,70,"mill st","Ring"
"7073",7633199,170,"mill st","Ring"
"7074",7633200,170,"mill st","Ring"
"7075",7633201,60,"mill st","Ring"
"7076",7633202,471,"front st e","Ring"
"7077",7633203,31,"trinity st","Ring"
"7078",7633205,914,"yonge st","Ring"
"7079",7633206,869,"yonge st","Ring"
"7080",7633207,839,"yonge st","Ring"
"7081",7633208,869,"yonge st","Ring"
"7082",7633209,932,"yonge st","Ring"
"7083",7633210,1860,"queen st e","Ring"
"7084",7633211,1949,"queen st e","Ring"
"7085",7633212,1882,"queen st e","Ring"
"7086",7633213,1905,"queen st e","Ring"
"7087",7633214,1958,"queen st e","Ring"
"7088",7633215,55,"harbord st","Ring"
"7089",7633216,246,"bloor st w","Ring"
"7090",7633217,60,"harbord st","Ring"
"7091",7633218,640,"dundas st e","Ring"
"7092",7633219,465,"dundas st e","Ring"
"7093",7633220,500,"sherbourne st","Ring"
"7094",7633221,520,"sherbourne st","Ring"
"7095",7633222,3049,"dundas st w","Ring"
"7096",7633223,2885,"dundas st w","Ring"
"7097",7633224,2963,"dundas st w","Ring"
"7098",7633225,3128,"dundas st w","Ring"
"7099",7633226,2967,"dundas st w","Ring"
"7100",7633227,3128,"dundas st w","Ring"
"7101",7633228,489,"quebec ave","Ring"
"7102",7633229,3118,"dundas st w","Ring"
"7103",7633230,3094,"dundas st w","Ring"
"7104",7633231,2854,"dundas st w","Ring"
"7105",7633232,2854,"dundas st w","Ring"
"7106",7633233,3284,"dundas st w","Ring"
"7107",7633234,3111,"dundas st w","Ring"
"7108",7633235,209,"mavety st","Ring"
"7109",7633236,6,"st clair ave e","Ring"
"7110",7633237,24,"st clair ave w","Ring"
"7111",7633238,183,"st clair ave w","Ring"
"7112",7633239,310,"gerrard st e","Ring"
"7113",7633240,375,"sumach st","Ring"
"7114",7633241,70,"spruce st","Ring"
"7115",7633242,310,"gerrard st e","Ring"
"7116",7633243,330,"gerrard st e","Ring"
"7117",7633244,288,"sumach st","Ring"
"7118",7633245,227,"gerrard st e","Ring"
"7119",7633246,142,"king st e","Ring"
"7120",7633247,170,"king st e","Ring"
"7121",7633248,172,"king st e","Ring"
"7122",7633249,461,"parliament st","Ring"
"7123",7633250,452,"parliament st","Ring"
"7124",7633251,401,"parliament st","Ring"
"7125",7633252,327,"sherbourne st","Ring"
"7126",7633253,463,"parliament st","Ring"
"7127",7633254,129,"pembroke st","Ring"
"7128",7633255,487,"parliament st","Ring"
"7129",7633256,1393,"yonge st","Ring"
"7130",7633257,299,"morningside ave","Ring"
"7131",7633258,299,"morningside ave","Ring"
"7132",7633259,125,"queen's park","Ring"
"7133",7633260,80,"grosvenor st","Ring"
"7134",7633261,88,"nassau st","Ring"
"7135",7633262,529,"dundas st w","Ring"
"7136",7633263,144,"baldwin st","Ring"
"7137",7633264,179,"baldwin st","Ring"
"7138",7633265,201,"baldwin st","Ring"
"7139",7633266,578,"dundas st w","Ring"
"7140",7633267,707,"dundas st w","Ring"
"7141",7633268,214,"augusta ave","Ring"
"7142",7633269,257,"augusta ave","Ring"
"7143",7633270,618,"dundas st w","Ring"
"7144",7633271,920,"eglinton ave w","Ring"
"7145",7633273,1748,"eglinton ave w","Ring"
"7146",7633274,245,"carlton st","Ring"
"7147",7633275,428,"parliament st","Ring"
"7148",7633276,119,"mimico ave","Ring"
"7149",7633277,2284,"bloor st w","Ring"
"7150",7633278,2242,"bloor st w","Ring"
"7151",7633279,1,"adelaide st e","Ring"
"7152",7633280,80,"winchester st","Ring"
"7153",7633281,2276,"queen st e","Ring"
"7154",7633282,21,"keele st","Ring"
"7155",7633283,21,"keele st","Ring"
"7156",7633284,1691,"bloor st w","Ring"
"7157",7633285,2340,"dundas st w","Ring"
"7158",7633286,1550,"bloor st w","Ring"
"7159",7633287,746,"bathurst st","Ring"
"7160",7633288,49,"woodington ave","Ring"
"7161",7633289,49,"woodington ave","Ring"
"7162",7633290,49,"woodington ave","Ring"
"7163",7633291,268,"wolverleigh blvd","Ring"
"7164",7633292,986,"coxwell ave","Ring"
"7165",7633293,49,"woodington ave","Ring"
"7166",7633294,2,"cumberland st","Ring"
"7167",7633296,38,"orfus rd","Ring"
"7168",7633297,365,"oakwood ave","Ring"
"7169",7633298,503,"oakwood ave","Ring"
"7170",7633299,31,"trinity st","Ring"
"7171",7633300,15,"mill st","Ring"
"7172",7633301,25,"mill st","Ring"
"7173",7633302,70,"mill st","Ring"
"7174",7633303,31,"trinity st","Ring"
"7175",7633304,2,"cumberland st","Ring"
"7176",7633307,11,"curity ave","Ring"
"7177",7633308,150,"eglinton ave e","Ring"
"7178",7633309,750,"spadina ave","Ring"
"7179",7633310,3,"madison ave","Ring"
"7180",7633311,631,"spadina ave","Ring"
"7181",7633312,750,"spadina ave","Ring"
"7182",7633314,330,"st george st","Ring"
"7183",7633315,559,"huron st","Ring"
"7184",7633316,140,"charles st w","Ring"
"7185",7633317,39,"charles st w","Ring"
"7186",7633318,37,"charles st w","Ring"
"7187",7633319,39,"charles st w","Ring"
"7188",7633320,37,"charles st w","Ring"
"7189",7633321,140,"charles st w","Ring"
"7190",7633322,140,"charles st w","Ring"
"7191",7633323,140,"charles st w","Ring"
"7192",7633324,140,"charles st w","Ring"
"7193",7633325,140,"charles st w","Ring"
"7194",7633326,36,"charles st w","Ring"
"7195",7633327,141,"dundas st w","Ring"
"7196",7633328,531,"bay st","Ring"
"7197",7633329,531,"bay st","Ring"
"7198",7633330,84,"elizabeth st","Ring"
"7199",7633331,98,"elizabeth st","Ring"
"7200",7633332,594,"bay st","Ring"
"7201",7633333,180,"dundas st w","Ring"
"7202",7633334,160,"dundas st w","Ring"
"7203",7633335,375,"sumach st","Ring"
"7204",7633336,311,"sherbourne st","Ring"
"7205",7633337,200,"king st e","Ring"
"7206",7633338,3749,"bathurst st","Ring"
"7207",7633339,3749,"bathurst st","Ring"
"7208",7633340,1150,"victoria park ave","Ring"
"7209",7633341,799,"king st w","Ring"
"7210",7633342,954,"king st w","Ring"
"7211",7633343,1034,"king st w","Ring"
"7212",7633344,1005,"king st w","Ring"
"7213",7633345,797,"king st w","Ring"
"7214",7633346,428,"ossington ave","Ring"
"7215",7633347,731,"college st","Ring"
"7216",7633348,881,"king st w","Ring"
"7217",7633349,1042,"king st w","Ring"
"7218",7633350,945,"king st w","Ring"
"7219",7633351,725,"king st w","Ring"
"7220",7633352,720,"king st w","Ring"
"7221",7633353,1013,"king st w","Ring"
"7222",7633354,731,"college st","Ring"
"7223",7633355,275,"bathurst st","Ring"
"7224",7633356,275,"bathurst st","Ring"
"7225",7633357,493,"dundas st w","Ring"
"7226",7633358,1,"brunswick ave","Ring"
"7227",7633360,501,"dundas st w","Ring"
"7228",7633361,432,"college st","Ring"
"7229",7633362,355,"college st","Ring"
"7230",7633363,177,"beverley st","Ring"
"7231",7633364,295,"dundas st w","Ring"
"7232",7633365,2206,"bloor st w","Ring"
"7233",7633366,2282,"bloor st w","Ring"
"7234",7633367,775,"annette st","Ring"
"7235",7633368,60,"birmingham st","Ring"
"7236",7633369,2352,"bloor st w","Ring"
"7237",7633370,393,"jane st","Ring"
"7238",7633371,2333,"bloor st w","Ring"
"7239",7633374,2243,"bloor st w","Ring"
"7240",7633375,2864,"lake shore blvd w","Ring"
"7241",7633376,225,"wellesley st e","Ring"
"7242",7633377,213,"wellesley st e","Ring"
"7243",7633378,495,"sherbourne st","Ring"
"7244",7633379,583,"sherbourne st","Ring"
"7245",7633380,520,"sherbourne st","Ring"
"7246",7633381,136,"isabella st","Ring"
"7247",7633382,213,"wellesley st e","Ring"
"7248",7633383,467,"jarvis st","Ring"
"7249",7633384,2854,"dundas st w","Ring"
"7250",7633385,3116,"dundas st w","Ring"
"7251",7633386,2958,"dundas st w","Ring"
"7252",7633387,2957,"dundas st w","Ring"
"7253",7633388,345,"high park ave","Ring"
"7254",7633389,215,"mavety st","Ring"
"7255",7633390,211,"mavety st","Ring"
"7256",7633391,44,"st clair ave w","Ring"
"7257",7633392,44,"st clair ave w","Ring"
"7258",7633393,30,"st clair ave w","Ring"
"7259",7633394,183,"st clair ave w","Ring"
"7260",7633395,364,"huron st","Ring"
"7261",7633396,350,"huron st","Ring"
"7262",7633397,140,"st george st","Ring"
"7263",7633398,140,"st george st","Ring"
"7264",7633399,370,"huron st","Ring"
"7265",7633400,31,"trinity st","Ring"
"7266",7633401,471,"front st e","Ring"
"7267",7633402,31,"trinity st","Ring"
"7268",7633403,889,"yonge st","Ring"
"7269",7633404,869,"yonge st","Ring"
"7270",7633405,2177,"queen st e","Ring"
"7271",7633406,1966,"queen st e","Ring"
"7272",7633407,1942,"queen st e","Ring"
"7273",7633408,370,"huron st","Ring"
"7274",7633409,24,"sussex ave","Ring"
"7275",7633410,140,"st george st","Ring"
"7276",7633411,120,"st george st","Ring"
"7277",7633412,55,"harbord st","Ring"
"7278",7633413,55,"harbord st","Ring"
"7279",7633414,60,"harbord st","Ring"
"7280",7633415,120,"st george st","Ring"
"7281",7633416,1,"cole st","Ring"
"7282",7633417,166,"seaton st","Ring"
"7283",7633418,331,"dundas st e","Ring"
"7284",7633419,2064,"queen st e","Ring"
"7285",7633420,1828,"queen st e","Ring"
"7286",7633421,1733,"queen st e","Ring"
"7287",7633422,568,"spadina cres","Ring"
"7288",7633423,268,"college st","Ring"
"7289",7633424,351,"bloor st w","Ring"
"7290",7633425,1412,"dundas st w","Ring"
"7291",7633426,1280,"dundas st w","Ring"
"7292",7633427,1438,"dundas st w","Ring"
"7293",7633428,1274,"dundas st w","Ring"
"7294",7633429,1208,"dundas st w","Ring"
"7295",7633430,2028,"yonge st","Ring"
"7296",7633431,707,"pape ave","Ring"
"7297",7633432,671,"danforth ave","Ring"
"7298",7633433,495,"sherbourne st","Ring"
"7299",7633434,200,"king st e","Ring"
"7300",7633436,327,"bathurst st","Ring"
"7301",7633438,483,"dundas st w","Ring"
"7302",7633440,1504,"yonge st","Ring"
"7303",7633441,441,"mount pleasant rd","Ring"
"7304",7633442,1502,"yonge st","Ring"
"7305",7633443,1526,"queen st w","Ring"
"7306",7633444,1548,"queen st w","Ring"
"7307",7633445,1394,"queen st w","Ring"
"7308",7633446,1698,"queen st w","Ring"
"7309",7633447,1402,"queen st w","Ring"
"7310",7633449,287,"college st","Ring"
"7311",7633450,2,"robert st","Ring"
"7312",7633451,399,"bathurst st","Ring"
"7313",7633452,423,"college st","Ring"
"7314",7633453,520,"queen st w","Ring"
"7315",7633454,451,"queen st w","Ring"
"7316",7633455,488,"queen st w","Ring"
"7317",7633457,546,"queen st w","Ring"
"7318",7633458,95,"lake shore blvd e","Ring"
"7319",7633459,55,"lake shore blvd e","Ring"
"7320",7633460,2,"cooper st","Ring"
"7321",7633461,15,"cooper st","Ring"
"7322",7633462,7,"yonge st","Ring"
"7323",7633463,95,"lake shore blvd e","Ring"
"7324",7633464,401,"roncesvalles ave","Ring"
"7325",7633465,433,"roncesvalles ave","Ring"
"7326",7633466,421,"roncesvalles ave","Ring"
"7327",7633467,60,"grosvenor st","Ring"
"7328",7633468,220,"elizabeth st","Ring"
"7329",7633469,25,"canterbury pl","Ring"
"7330",7633470,5090,"yonge st","Ring"
"7331",7633472,1,"north york blvd","Ring"
"7332",7633473,2,"church ave","Ring"
"7333",7633474,15,"st clair ave e","Ring"
"7334",7633475,72,"st clair ave w","Ring"
"7335",7633476,24,"st clair ave w","Ring"
"7336",7633477,30,"st clair ave w","Ring"
"7337",7633478,50,"st clair ave w","Ring"
"7338",7633479,271,"sherbourne st","Ring"
"7339",7633480,270,"gerrard st e","Ring"
"7340",7633481,200,"king st e","Ring"
"7341",7633482,269,"gerrard st e","Ring"
"7342",7633483,375,"sumach st","Ring"
"7343",7633484,234,"adelaide st e","Ring"
"7344",7633485,354,"gerrard st e","Ring"
"7345",7633486,245,"gerrard st e","Ring"
"7346",7633487,85,"grenville st","Ring"
"7347",7633488,787,"steeles ave w","Ring"
"7348",7633489,3995,"bathurst st","Ring"
"7349",7633490,4085,"bathurst st","Ring"
"7350",7633491,4404,"bathurst st","Ring"
"7351",7633492,833,"college st","Ring"
"7352",7633493,38,"wellington st e","Ring"
"7353",7633494,228,"roncesvalles ave","Ring"
"7354",7633495,23,"roncesvalles ave","Ring"
"7355",7633496,235,"roncesvalles ave","Ring"
"7356",7633497,53,"roncesvalles ave","Ring"
"7357",7633498,46,"mc caul st","Ring"
"7358",7633499,533,"richmond st w","Ring"
"7359",7633500,87,"mc caul st","Ring"
"7360",7633501,2,"grange rd","Ring"
"7361",7633502,2,"grange rd","Ring"
"7362",7633504,640,"dundas st e","Ring"
"7363",7633505,318,"dundas st e","Ring"
"7364",7633506,640,"dundas st e","Ring"
"7365",7633507,104,"trinity st","Ring"
"7366",7633508,18,"eastern ave","Ring"
"7367",7633509,487,"spadina cres","Ring"
"7368",7633510,1,"bloor st e","Ring"
"7369",7633511,742,"spadina ave","Ring"
"7370",7633512,732,"spadina ave","Ring"
"7371",7633513,245,"dupont st","Ring"
"7372",7633514,1755,"danforth ave","Ring"
"7373",7633515,1588,"danforth ave","Ring"
"7374",7633517,1987,"danforth ave","Ring"
"7375",7633518,1630,"danforth ave","Ring"
"7376",7633519,1870,"danforth ave","Ring"
"7377",7633520,1684,"danforth ave","Ring"
"7378",7633521,1972,"danforth ave","Ring"
"7379",7633522,2015,"danforth ave","Ring"
"7380",7633523,77,"huntley st","Ring"
"7381",7633524,22,"yorkville ave","Ring"
"7382",7633525,1579,"bloor st w","Ring"
"7383",7633526,2340,"dundas st w","Ring"
"7384",7633527,2340,"dundas st w","Ring"
"7385",7633528,483,"bloor st w","Ring"
"7386",7633529,483,"bloor st w","Ring"
"7387",7633530,483,"bloor st w","Ring"
"7388",7633531,49,"woodington ave","Ring"
"7389",7633532,49,"woodington ave","Ring"
"7390",7633533,2106,"queen st e","Ring"
"7391",7633534,2377,"queen st e","Ring"
"7392",7633536,372,"oakwood ave","Ring"
"7393",7633537,333,"oakwood ave","Ring"
"7394",7633538,54,"dundas st e","Ring"
"7395",7633539,10,"dundas st e","Ring"
"7396",7633540,259,"victoria st","Ring"
"7397",7633541,227,"victoria st","Ring"
"7398",7633542,227,"victoria st","Ring"
"7399",7633543,221,"victoria st","Ring"
"7400",7633545,711,"bay st","Ring"
"7401",7633546,700,"bay st","Ring"
"7402",7633547,655,"bay st","Ring"
"7403",7633548,238,"wellington st w","Ring"
"7404",7633549,287,"king st w","Ring"
"7405",7633550,438,"university ave","Ring"
"7406",7633551,5414,"yonge st","Ring"
"7407",7633552,5290,"yonge st","Ring"
"7408",7633553,559,"king st e","Ring"
"7409",7633554,399,"king st e","Ring"
"7410",7633555,340,"king st e","Ring"
"7411",7633556,20,"palace st","Ring"
"7412",7633557,573,"king st e","Ring"
"7413",7633558,185,"eastern ave","Ring"
"7414",7633559,25,"sheppard ave w","Ring"
"7415",7633560,1515,"bloor st w","Ring"
"7416",7633561,410,"roncesvalles ave","Ring"
"7417",7633562,2112,"dundas st w","Ring"
"7418",7633563,89,"howard park ave","Ring"
"7419",7633564,314,"roncesvalles ave","Ring"
"7420",7633565,9,"hewitt ave","Ring"
"7421",7633566,410,"roncesvalles ave","Ring"
"7422",7633567,314,"roncesvalles ave","Ring"
"7423",7633568,1669,"eglinton ave w","Ring"
"7424",7633569,3385,"yonge st","Ring"
"7425",7633570,717,"college st","Ring"
"7426",7633571,864,"bloor st w","Ring"
"7427",7633572,555,"college st","Ring"
"7428",7633573,838,"bloor st w","Ring"
"7429",7633574,467,"college st","Ring"
"7430",7633575,471,"college st","Ring"
"7431",7633576,559,"college st","Ring"
"7432",7633577,899,"college st","Ring"
"7433",7633579,879,"bloor st w","Ring"
"7434",7633580,923,"college st","Ring"
"7435",7633581,956,"bloor st w","Ring"
"7436",7633583,167,"college st","Ring"
"7437",7633584,207,"beverley st","Ring"
"7438",7633585,120,"york st","Ring"
"7439",7633586,91,"roncesvalles ave","Ring"
"7440",7633588,154,"roncesvalles ave","Ring"
"7441",7633589,65,"roncesvalles ave","Ring"
"7442",7633590,273,"roncesvalles ave","Ring"
"7443",7633591,28,"roncesvalles ave","Ring"
"7444",7633592,113,"roncesvalles ave","Ring"
