"","id","stNumber","stName","type"
"6318",7632369,14,"clinton st","Ring"
"6319",7632370,1910,"yonge st","Ring"
"6320",7632371,4,"craighurst ave","Ring"
"6321",7632372,16,"orde st","Ring"
"6322",7632373,16,"orde st","Ring"
"6323",7632374,142,"st patrick st","Ring"
"6324",7632375,438,"university ave","Ring"
"6325",7632376,250,"dundas st w","Ring"
"6326",7632377,20,"orde st","Ring"
"6327",7632378,250,"dundas st w","Ring"
"6328",7632379,2,"mc caul st","Ring"
"6329",7632380,225,"queen st w","Ring"
"6330",7632381,50,"sheppard ave e","Ring"
"6331",7632382,131,"finch ave w","Ring"
"6332",7632383,4897,"yonge st","Ring"
"6333",7632384,5089,"yonge st","Ring"
"6334",7632385,5075,"yonge st","Ring"
"6335",7632386,131,"finch ave w","Ring"
"6336",7632387,970,"queen st e","Ring"
"6337",7632389,841,"queen st e","Ring"
"6338",7632390,1214,"queen st e","Ring"
"6339",7632391,1171,"queen st e","Ring"
"6340",7632392,179,"baldwin st","Ring"
"6341",7632393,149,"baldwin st","Ring"
"6342",7632394,1380,"don mills rd","Ring"
"6343",7632395,1380,"don mills rd","Ring"
"6344",7632396,895,"don mills rd","Ring"
"6345",7632398,2673,"eglinton ave w","Ring"
"6346",7632399,2186,"eglinton ave w","Ring"
"6347",7632400,453,"rogers rd","Ring"
"6348",7632401,451,"rogers rd","Ring"
"6349",7632402,1724,"eglinton ave w","Ring"
"6350",7632403,3405,"yonge st","Ring"
"6351",7632404,3385,"yonge st","Ring"
"6352",7632405,864,"bloor st w","Ring"
"6353",7632406,805,"college st","Ring"
"6354",7632408,805,"bloor st w","Ring"
"6355",7632409,805,"college st","Ring"
"6356",7632410,541,"college st","Ring"
"6357",7632411,285,"concord ave","Ring"
"6358",7632412,565,"college st","Ring"
"6359",7632413,559,"college st","Ring"
"6360",7632414,937,"bloor st w","Ring"
"6361",7632416,737,"dovercourt rd","Ring"
"6362",7632417,703,"college st","Ring"
"6363",7632418,533,"college st","Ring"
"6364",7632419,956,"bloor st w","Ring"
"6365",7632420,2342,"bloor st w","Ring"
"6366",7632422,2863,"lake shore blvd w","Ring"
"6367",7632423,2278,"bloor st w","Ring"
"6368",7632425,2856,"lake shore blvd w","Ring"
"6369",7632426,239,"durie st","Ring"
"6370",7632427,2352,"bloor st w","Ring"
"6371",7632428,262,"durie st","Ring"
"6372",7632429,413,"jane st","Ring"
"6373",7632430,196,"royal york rd","Ring"
"6374",7632431,2864,"lake shore blvd w","Ring"
"6375",7632433,60,"birmingham st","Ring"
"6376",7632434,370,"bleecker st","Ring"
"6377",7632435,566,"sherbourne st","Ring"
"6378",7632436,197,"wellesley st e","Ring"
"6379",7632437,520,"sherbourne st","Ring"
"6380",7632438,130,"carlton st","Ring"
"6381",7632439,583,"sherbourne st","Ring"
"6382",7632440,404,"sherbourne st","Ring"
"6383",7632441,414,"jarvis st","Ring"
"6384",7632442,156,"borough dr","Ring"
"6385",7632443,3351,"dundas st w","Ring"
"6386",7632444,2854,"dundas st w","Ring"
"6387",7632445,3343,"dundas st w","Ring"
"6388",7632446,2854,"dundas st w","Ring"
"6389",7632448,2854,"dundas st w","Ring"
"6390",7632449,3308,"dundas st w","Ring"
"6391",7632450,2854,"dundas st w","Ring"
"6392",7632452,260,"durie st","Ring"
"6393",7632453,2867,"lake shore blvd w","Ring"
"6394",7632455,248,"kennedy ave","Ring"
"6395",7632456,2393,"bloor st w","Ring"
"6396",7632458,365,"windermere ave","Ring"
"6397",7632459,2765,"lake shore blvd w","Ring"
"6398",7632460,262,"durie st","Ring"
"6399",7632462,2257,"bloor st w","Ring"
"6400",7632465,2257,"bloor st w","Ring"
"6401",7632468,2373,"bloor st w","Ring"
"6402",7632469,146,"wellesley st e","Ring"
"6403",7632470,110,"wellesley st e","Ring"
"6404",7632471,214,"wellesley st e","Ring"
"6405",7632472,495,"sherbourne st","Ring"
"6406",7632473,583,"sherbourne st","Ring"
"6407",7632474,214,"wellesley st e","Ring"
"6408",7632475,565,"sherbourne st","Ring"
"6409",7632476,3097,"dundas st w","Ring"
"6410",7632477,2877,"dundas st w","Ring"
"6411",7632478,330,"keele st","Ring"
"6412",7632479,3029,"dundas st w","Ring"
"6413",7632480,2949,"dundas st w","Ring"
"6414",7632481,209,"mavety st","Ring"
"6415",7632482,3128,"dundas st w","Ring"
"6416",7632483,1184,"queen st e","Ring"
"6417",7632484,630,"queen st e","Ring"
"6418",7632485,1080,"queen st e","Ring"
"6419",7632486,1116,"queen st e","Ring"
"6420",7632487,421,"roncesvalles ave","Ring"
"6421",7632488,433,"roncesvalles ave","Ring"
"6422",7632489,101,"college st","Ring"
"6423",7632490,220,"elizabeth st","Ring"
"6424",7632491,101,"college st","Ring"
"6425",7632492,60,"grosvenor st","Ring"
"6426",7632493,220,"elizabeth st","Ring"
"6427",7632494,2,"church ave","Ring"
"6428",7632495,5248,"yonge st","Ring"
"6429",7632496,5285,"yonge st","Ring"
"6430",7632497,5460,"yonge st","Ring"
"6431",7632498,5580,"yonge st","Ring"
"6432",7632500,5102,"yonge st","Ring"
"6433",7632501,5102,"yonge st","Ring"
"6434",7632503,508,"king st e","Ring"
"6435",7632504,508,"king st e","Ring"
"6436",7632505,449,"king st e","Ring"
"6437",7632506,366,"king st e","Ring"
"6438",7632507,128,"willowdale ave","Ring"
"6439",7632508,6,"forest laneway","Ring"
"6440",7632509,2049,"dundas st w","Ring"
"6441",7632511,314,"roncesvalles ave","Ring"
"6442",7632512,410,"roncesvalles ave","Ring"
"6443",7632513,2160,"dundas st w","Ring"
"6444",7632514,434,"rogers rd","Ring"
"6445",7632515,496,"montrose ave","Ring"
"6446",7632516,965,"bloor st w","Ring"
"6447",7632517,835,"bloor st w","Ring"
"6448",7632518,842,"college st","Ring"
"6449",7632519,832,"bloor st w","Ring"
"6450",7632520,898,"bloor st w","Ring"
"6451",7632521,108,"beverley st","Ring"
"6452",7632522,60,"wolseley st","Ring"
"6453",7632523,15,"larch st","Ring"
"6454",7632524,20,"st andrew st","Ring"
"6455",7632525,603,"markham st","Ring"
"6456",7632526,333,"harbord st","Ring"
"6457",7632527,344,"harbord st","Ring"
"6458",7632528,581,"markham st","Ring"
"6459",7632530,538,"manning ave","Ring"
"6460",7632531,145,"queen st w","Ring"
"6461",7632532,229,"queen st w","Ring"
"6462",7632533,316,"queen st w","Ring"
"6463",7632534,435,"queen st w","Ring"
"6464",7632535,340,"queen st w","Ring"
"6465",7632536,355,"queen st w","Ring"
"6466",7632538,240,"queen st w","Ring"
"6467",7632539,316,"queen st w","Ring"
"6468",7632540,352,"queen st w","Ring"
"6469",7632541,358,"queen st e","Ring"
"6470",7632542,491,"queen st e","Ring"
"6471",7632543,475,"front st e","Ring"
"6472",7632544,509,"queen st e","Ring"
"6473",7632545,11,"river st","Ring"
"6474",7632546,6,"st clair ave e","Ring"
"6475",7632547,443,"spadina rd","Ring"
"6476",7632548,200,"st clair ave w","Ring"
"6477",7632549,24,"st clair ave w","Ring"
"6478",7632550,300,"gerrard st e","Ring"
"6479",7632551,270,"gerrard st e","Ring"
"6480",7632552,269,"gerrard st e","Ring"
"6481",7632553,228,"gerrard st e","Ring"
"6482",7632554,200,"king st e","Ring"
"6483",7632555,315,"dundas st e","Ring"
"6484",7632556,200,"king st e","Ring"
"6485",7632557,112,"college st","Ring"
"6486",7632558,92,"college st","Ring"
"6487",7632560,6000,"dufferin st","Ring"
"6488",7632561,305,"finch ave w","Ring"
"6489",7632562,2050,"lawrence ave e","Ring"
"6490",7632563,2131,"lawrence ave e","Ring"
"6491",7632565,922,"king st w","Ring"
"6492",7632566,787,"king st w","Ring"
"6493",7632567,787,"king st w","Ring"
"6494",7632568,800,"king st w","Ring"
"6495",7632569,792,"king st w","Ring"
"6496",7632570,720,"king st w","Ring"
"6497",7632571,761,"king st w","Ring"
"6498",7632572,49,"givins st","Ring"
"6499",7632573,698,"king st w","Ring"
"6500",7632574,2950,"dundas st w","Ring"
"6501",7632575,2953,"dundas st w","Ring"
"6502",7632576,211,"mavety st","Ring"
"6503",7632577,2854,"dundas st w","Ring"
"6504",7632578,410,"spadina rd","Ring"
"6505",7632579,420,"spadina rd","Ring"
"6506",7632580,30,"st clair ave w","Ring"
"6507",7632581,40,"st clair ave w","Ring"
"6508",7632582,446,"spadina rd","Ring"
"6509",7632583,446,"spadina rd","Ring"
"6510",7632584,65,"jarvis st","Ring"
"6511",7632585,234,"adelaide st e","Ring"
"6512",7632586,234,"adelaide st e","Ring"
"6513",7632587,256,"sherbourne st","Ring"
"6514",7632588,251,"gerrard st e","Ring"
"6515",7632589,284,"sherbourne st","Ring"
"6516",7632590,285,"sherbourne st","Ring"
"6517",7632591,282,"dundas st e","Ring"
"6518",7632592,227,"gerrard st e","Ring"
"6519",7632593,112,"college st","Ring"
"6520",7632594,90,"college st","Ring"
"6521",7632595,10,"surrey pl","Ring"
"6522",7632596,71,"grenville st","Ring"
"6523",7632597,112,"college st","Ring"
"6524",7632598,10,"surrey pl","Ring"
"6525",7632599,6000,"dufferin st","Ring"
"6526",7632600,3749,"bathurst st","Ring"
"6527",7632601,326,"harbord st","Ring"
"6528",7632603,145,"queen st w","Ring"
"6529",7632604,159,"king st w","Ring"
"6530",7632605,222,"queen st w","Ring"
"6531",7632606,155,"john st","Ring"
"6532",7632607,284,"queen st w","Ring"
"6533",7632608,357,"queen st w","Ring"
"6534",7632609,356,"queen st w","Ring"
"6535",7632610,341,"queen st w","Ring"
"6536",7632611,356,"queen st w","Ring"
"6537",7632612,207,"eastern ave","Ring"
"6538",7632613,423,"queen st e","Ring"
"6539",7632614,392,"queen st e","Ring"
"6540",7632615,495,"front st e","Ring"
"6541",7632616,521,"queen st e","Ring"
"6542",7632617,540,"queen st e","Ring"
"6543",7632618,404,"queen st e","Ring"
"6544",7632619,514,"queen st e","Ring"
"6545",7632620,495,"front st e","Ring"
"6546",7632621,620,"jane st","Ring"
"6547",7632622,662,"annette st","Ring"
"6548",7632623,517,"annette st","Ring"
"6549",7632624,167,"evelyn ave","Ring"
"6550",7632625,3581,"dundas st w","Ring"
"6551",7632626,5697,"yonge st","Ring"
"6552",7632627,5697,"yonge st","Ring"
"6553",7632628,1674,"st clair ave w","Ring"
"6554",7632629,1344,"st clair ave w","Ring"
"6555",7632630,1366,"st clair ave w","Ring"
"6556",7632631,80,"miller st","Ring"
"6557",7632632,598,"symington ave","Ring"
"6558",7632633,1085,"queen st w","Ring"
"6559",7632634,1,"gore vale ave","Ring"
"6560",7632635,646,"queen st w","Ring"
"6561",7632636,1140,"dundas st w","Ring"
"6562",7632637,29,"grace st","Ring"
"6563",7632638,65,"grace st","Ring"
"6564",7632639,910,"queen st w","Ring"
"6565",7632640,1051,"queen st w","Ring"
"6566",7632641,1187,"dundas st w","Ring"
"6567",7632642,704,"queen st w","Ring"
"6568",7632643,916,"dundas st w","Ring"
"6569",7632644,1033,"queen st w","Rack"
"6570",7632645,837,"dundas st w","Ring"
"6571",7632646,130,"ossington ave","Ring"
"6572",7632647,259,"ossington ave","Ring"
"6573",7632648,1187,"dundas st w","Ring"
"6574",7632649,1018,"queen st w","Ring"
"6575",7632650,1074,"queen st w","Ring"
"6576",7632651,874,"queen st w","Ring"
"6577",7632652,1140,"dundas st w","Ring"
"6578",7632653,790,"queen st w","Ring"
"6579",7632654,29,"grace st","Ring"
"6580",7632655,646,"queen st w","Ring"
"6581",7632656,2,"manning ave","Ring"
"6582",7632657,1034,"dundas st w","Ring"
"6583",7632658,1090,"dundas st w","Ring"
"6584",7632659,806,"dundas st w","Ring"
"6585",7632660,3719,"lake shore blvd w","Ring"
"6586",7632661,4869,"dundas st w","Ring"
"6587",7632662,4869,"dundas st w","Ring"
"6588",7632664,924,"dundas st w","Ring"
"6589",7632665,256,"crawford st","Ring"
"6590",7632666,790,"queen st w","Ring"
"6591",7632667,888,"queen st w","Ring"
"6592",7632668,5,"brookfield st","Ring"
"6593",7632669,1051,"queen st w","Ring"
"6594",7632671,188,"ossington ave","Ring"
"6595",7632672,1140,"dundas st w","Ring"
"6596",7632673,785,"dundas st w","Ring"
"6597",7632674,847,"dundas st w","Ring"
"6598",7632675,768,"dundas st w","Ring"
"6599",7632677,974,"queen st w","Ring"
"6600",7632678,1053,"dundas st w","Ring"
"6601",7632679,836,"dundas st w","Ring"
"6602",7632680,1036,"dundas st w","Ring"
"6603",7632681,790,"queen st w","Ring"
"6604",7632682,1032,"queen st w","Ring"
"6605",7632683,895,"dundas st w","Ring"
"6606",7632684,750,"dundas st w","Ring"
"6607",7632685,1132,"dundas st w","Ring"
"6608",7632686,1044,"queen st w","Ring"
"6609",7632687,3733,"lake shore blvd w","Ring"
"6610",7632688,1530,"markham rd","Ring"
"6611",7632689,2050,"lawrence ave e","Ring"
"6612",7632691,5995,"yonge st","Ring"
"6613",7632693,2169,"queen st e","Ring"
"6614",7632694,2004,"queen st e","Ring"
"6615",7632695,1898,"danforth ave","Ring"
"6616",7632696,291,"coxwell ave","Ring"
"6617",7632697,1074,"woodbine ave","Ring"
"6618",7632698,1450,"o'connor dr","Ring"
"6619",7632699,61,"dockside dr","Ring"
"6620",7632700,51,"dockside dr","Ring"
"6621",7632701,61,"dockside dr","Ring"
"6622",7632702,1,"spruce hill rd","Ring"
"6623",7632703,2152,"queen st e","Ring"
"6624",7632705,931,"college st","Ring"
"6625",7632706,672,"dupont st","Ring"
"6626",7632707,250,"dundas st w","Ring"
"6627",7632708,250,"dundas st w","Ring"
"6628",7632709,25,"spring garden ave","Ring"
"6629",7632710,50,"sheppard ave e","Ring"
"6630",7632711,131,"finch ave w","Ring"
"6631",7632712,131,"finch ave w","Ring"
"6632",7632715,39,"sheppard ave e","Ring"
"6633",7632716,761,"queen st e","Ring"
"6634",7632717,1130,"queen st e","Ring"
"6635",7632718,810,"queen st e","Ring"
"6636",7632719,778,"college st","Ring"
"6637",7632720,507,"college st","Ring"
"6638",7632721,923,"bloor st w","Ring"
"6639",7632722,667,"college st","Ring"
"6640",7632723,889,"bloor st w","Ring"
"6641",7632724,35,"bellevue ave","Ring"
"6642",7632725,21,"phoebe st","Ring"
"6643",7632726,60,"wolseley st","Ring"
"6644",7632727,60,"wolseley st","Ring"
"6645",7632728,20,"st andrew st","Ring"
"6646",7632729,48,"kensington ave","Ring"
"6647",7632730,60,"wolseley st","Ring"
"6648",7632731,538,"manning ave","Ring"
"6649",7632732,297,"harbord st","Ring"
"6650",7632734,334,"queen st w","Ring"
"6651",7632735,295,"queen st w","Ring"
"6652",7632736,359,"queen st w","Ring"
"6653",7632737,340,"queen st w","Ring"
"6654",7632738,312,"queen st w","Ring"
"6655",7632739,471,"bloor st w","Ring"
"6656",7632740,481,"bloor st w","Ring"
"6657",7632741,800,"bathurst st","Ring"
"6658",7632742,1087,"bathurst st","Ring"
"6659",7632743,277,"borden st","Ring"
"6660",7632744,936,"bathurst st","Ring"
"6661",7632745,913,"bathurst st","Ring"
"6662",7632746,1044,"bathurst st","Ring"
"6663",7632747,832,"bathurst st","Ring"
"6664",7632748,1088,"bathurst st","Ring"
"6665",7632750,607,"gerrard st e","Ring"
"6666",7632751,131,"danforth ave","Ring"
"6667",7632752,759,"broadview ave","Ring"
"6668",7632753,200,"danforth ave","Ring"
"6669",7632754,397,"danforth ave","Ring"
"6670",7632755,498,"danforth ave","Ring"
"6671",7632756,260,"king st e","Ring"
"6672",7632757,100,"yonge st","Ring"
"6673",7632758,328,"dupont st","Ring"
"6674",7632759,328,"dupont st","Ring"
"6675",7632760,20,"adelaide st e","Ring"
"6676",7632761,30,"adelaide st e","Ring"
"6677",7632762,111,"king st e","Ring"
"6678",7632763,15,"waller ave","Ring"
"6679",7632765,2420,"bloor st w","Ring"
"6680",7632766,2444,"bloor st w","Ring"
"6681",7632769,2452,"bloor st w","Ring"
"6682",7632771,792,"broadview ave","Ring"
"6683",7632773,852,"pape ave","Ring"
"6684",7632774,864,"broadview ave","Ring"
"6685",7632775,1011,"pape ave","Ring"
"6686",7632776,663,"bloor st w","Ring"
"6687",7632777,704,"bloor st w","Ring"
"6688",7632779,2199,"bloor st w","Ring"
"6689",7632780,14,"high park ave","Shelter"
"6690",7632781,2150,"bloor st w","Ring"
"6691",7632782,1908,"bloor st w","Ring"
"6692",7632783,2007,"bloor st w","Ring"
"6693",7632784,11,"kennedy park rd","Ring"
"6694",7632785,1879,"bloor st w","Ring"
"6695",7632786,2184,"bloor st w","Ring"
"6696",7632787,2100,"bloor st w","Ring"
"6697",7632788,383,"ellis park rd","Ring"
"6698",7632789,11,"kennedy park rd","Ring"
"6699",7632790,2184,"bloor st w","Ring"
"6700",7632791,321,"bloor st w","Ring"
"6701",7632792,1641,"queen st e","Ring"
"6702",7632793,1671,"queen st e","Ring"
"6703",7632794,1698,"queen st e","Ring"
"6704",7632795,1671,"queen st e","Ring"
"6705",7632796,1631,"queen st e","Ring"
"6706",7632797,219,"fort york blvd","Ring"
"6707",7632798,219,"fort york blvd","Ring"
"6708",7632799,231,"fort york blvd","Ring"
"6709",7632800,231,"fort york blvd","Ring"
"6710",7632801,222,"niagara st","Ring"
"6711",7632802,231,"fort york blvd","Ring"
"6712",7632803,701,"fleet st","Ring"
"6713",7632805,953,"ossington ave","Ring"
"6714",7632806,872,"kingston rd","Ring"
"6715",7632807,3,"upton rd","Ring"
"6716",7632808,3,"upton rd","Ring"
"6717",7632809,425,"bloor st e","Ring"
"6718",7632810,248,"bloor st w","Ring"
"6719",7632811,124,"devonshire pl","Ring"
"6720",7632812,248,"bloor st w","Ring"
"6721",7632813,25,"ansell ave","Ring"
"6722",7632814,2480,"dundas st w","Ring"
"6723",7632815,35,"granby st","Ring"
"6724",7632816,299,"bloor st w","Ring"
"6725",7632817,249,"queen st w","Ring"
"6726",7632818,256,"queen st w","Ring"
"6727",7632819,389,"queen st w","Ring"
"6728",7632820,438,"queen st e","Ring"
"6729",7632821,554,"queen st e","Ring"
"6730",7632822,368,"queen st e","Ring"
"6731",7632823,482,"front st e","Ring"
"6732",7632824,475,"front st e","Ring"
"6733",7632825,475,"front st e","Ring"
"6734",7632826,475,"front st e","Ring"
"6735",7632827,465,"queen st e","Ring"
"6736",7632828,482,"front st e","Ring"
"6737",7632829,446,"front st e","Ring"
"6738",7632830,568,"annette st","Ring"
"6739",7632831,242,"annette st","Ring"
"6740",7632832,5697,"yonge st","Ring"
"6741",7632833,66,"miller st","Ring"
"6742",7632835,1350,"st clair ave w","Ring"
"6743",7632836,100,"cooperage st","Ring"
"6744",7632837,457,"front st e","Ring"
"6745",7632838,51,"salisbury ave","Ring"
"6746",7632839,461,"cherry st","Ring"
"6747",7632840,77,"river st","Ring"
"6748",7632841,430,"front st e","Ring"
"6749",7632842,461,"cherry st","Ring"
"6750",7632843,100,"queens quay w","Ring"
"6751",7632845,60,"harbour st","Ring"
"6752",7632846,60,"harbour st","Ring"
"6753",7632847,30,"lake shore blvd w","Ring"
"6754",7632848,88,"university ave","Ring"
"6755",7632849,4,"craighurst ave","Ring"
"6756",7632850,461,"cherry st","Ring"
"6757",7632851,461,"cherry st","Ring"
"6758",7632852,30,"lake shore blvd w","Ring"
"6759",7632853,99,"harbour sq","Ring"
"6760",7632854,43,"bay st","Ring"
"6761",7632855,75,"kensington ave","Ring"
"6762",7632856,7,"cameron st","Ring"
"6763",7632857,165,"erskine ave","Ring"
"6764",7632858,2398,"yonge st","Ring"
"6765",7632860,672,"dupont st","Ring"
"6766",7632862,169,"clinton st","Ring"
"6767",7632863,252,"palmerston ave","Ring"
"6768",7632864,835,"queen st w","Ring"
"6769",7632865,7,"markham st","Ring"
"6770",7632866,691,"queen st w","Ring"
"6771",7632867,723,"queen st w","Ring"
"6772",7632868,811,"queen st w","Ring"
"6773",7632869,185,"carlton st","Ring"
"6774",7632870,248,"carlton st","Ring"
"6775",7632871,439,"parliament st","Ring"
"6776",7632872,198,"carlton st","Ring"
"6777",7632875,381,"sherbourne st","Ring"
"6778",7632876,2,"glen elm ave","Ring"
"6779",7632877,1535,"yonge st","Ring"
"6780",7632878,1366,"yonge st","Ring"
"6781",7632879,1,"alamosa dr","Ring"
"6782",7632880,73,"queen's park cres e","Ring"
"6783",7632881,88,"oxford st","Ring"
"6784",7632882,564,"dundas st w","Ring"
"6785",7632883,64,"nassau st","Ring"
"6786",7632884,138,"baldwin st","Ring"
"6787",7632885,79,"kensington ave","Ring"
"6788",7632886,64,"nassau st","Ring"
"6789",7632887,138,"baldwin st","Ring"
"6790",7632889,88,"oxford st","Ring"
"6791",7632890,179,"baldwin st","Ring"
"6792",7632891,141,"augusta ave","Ring"
"6793",7632893,2266,"eglinton ave w","Ring"
"6794",7632894,2562,"eglinton ave w","Ring"
"6795",7632895,1976,"eglinton ave w","Ring"
"6796",7632896,473,"parliament st","Ring"
"6797",7632897,179,"carlton st","Ring"
"6798",7632898,2233,"bloor st w","Ring"
"6799",7632900,2244,"bloor st w","Ring"
"6800",7632901,2312,"bloor st w","Ring"
"6801",7632902,366,"royal york rd","Ring"
"6802",7632903,60,"birmingham st","Ring"
"6803",7632904,242,"bloor st w","Ring"
"6804",7632905,248,"bloor st w","Ring"
"6805",7632906,2900,"steeles ave e","Ring"
"6806",7632907,376,"bloor st w","Ring"
"6807",7632908,456,"bloor st w","Ring"
"6808",7632909,310,"bloor st w","Ring"
"6809",7632910,356,"bloor st w","Ring"
"6810",7632911,456,"bloor st w","Ring"
"6811",7632913,386,"bloor st w","Ring"
"6812",7632914,360,"bloor st w","Ring"
"6813",7632916,2458,"danforth ave","Ring"
"6814",7632917,2165,"danforth ave","Ring"
"6815",7632918,2069,"danforth ave","Ring"
"6816",7632919,2151,"danforth ave","Ring"
"6817",7632920,1068,"yonge st","Ring"
"6818",7632921,1091,"yonge st","Ring"
"6819",7632922,2,"roxborough st e","Ring"
"6820",7632923,1123,"yonge st","Ring"
"6821",7632924,3145,"danforth ave","Ring"
"6822",7632925,2646,"danforth ave","Ring"
"6823",7632927,3098,"danforth ave","Ring"
"6824",7632928,3315,"danforth ave","Ring"
"6825",7632929,2726,"danforth ave","Ring"
"6826",7632930,1077,"dundas st w","Ring"
"6827",7632932,894,"queen st w","Ring"
"6828",7632933,790,"queen st w","Ring"
"6829",7632934,764,"dundas st w","Ring"
"6830",7632935,71,"ossington ave","Ring"
"6831",7632936,65,"grace st","Ring"
"6832",7632937,964,"queen st w","Ring"
"6833",7632938,900,"queen st w","Ring"
"6834",7632939,782,"dundas st w","Ring"
"6835",7632940,750,"queen st w","Ring"
"6836",7632941,874,"queen st w","Ring"
"6837",7632942,71,"ossington ave","Ring"
"6838",7632943,1272,"dundas st w","Ring"
"6839",7632944,760,"dundas st w","Ring"
"6840",7632945,1132,"dundas st w","Ring"
"6841",7632946,874,"queen st w","Ring"
"6842",7632947,960,"queen st w","Ring"
"6843",7632948,755,"dundas st w","Ring"
"6844",7632949,55,"halton st","Ring"
"6845",7632950,732,"queen st w","Rack"
"6846",7632951,872,"dundas st w","Ring"
"6847",7632952,259,"ossington ave","Ring"
"6848",7632953,55,"halton st","Ring"
"6849",7632954,1051,"queen st w","Ring"
"6850",7632957,1082,"dundas st w","Ring"
"6851",7632958,210,"bellwoods ave","Ring"
"6852",7632959,887,"dundas st w","Ring"
"6853",7632960,661,"st clair ave w","Ring"
"6854",7632961,691,"st clair ave w","Ring"
"6855",7632962,42,"vaughan rd","Ring"
"6856",7632964,649,"st clair ave w","Ring"
"6857",7632965,870,"st clair ave w","Ring"
"6858",7632967,503,"st clair ave w","Ring"
"6859",7632968,1,"st clair ave e","Ring"
"6860",7632969,88,"laird dr","Ring"
"6861",7632970,1279,"bloor st w","Ring"
"6862",7632972,1182,"bloor st w","Ring"
"6863",7632973,1141,"bloor st w","Ring"
"6864",7632974,1182,"bloor st w","Ring"
"6865",7632975,1188,"bloor st w","Ring"
"6866",7632976,1275,"bloor st w","Ring"
"6867",7632977,1390,"bloor st w","Ring"
"6868",7632978,344,"margueretta st","Ring"
"6869",7632979,1141,"bloor st w","Ring"
"6870",7632980,1294,"bloor st w","Ring"
"6871",7632981,1431,"bathurst st","Ring"
"6872",7632983,1627,"bayview ave","Ring"
"6873",7632985,150,"eglinton ave e","Ring"
"6874",7632986,1820,"bayview ave","Ring"
"6875",7632987,120,"eglinton ave e","Ring"
"6876",7632988,1818,"bayview ave","Ring"
"6877",7632989,1594,"bayview ave","Ring"
"6878",7632990,1053,"dundas st w","Ring"
"6879",7632991,1000,"queen st w","Ring"
"6880",7632992,1212,"dundas st w","Ring"
"6881",7632993,194,"ossington ave","Ring"
"6882",7632994,149,"ossington ave","Ring"
"6883",7632995,1,"gore vale ave","Ring"
"6884",7632996,1033,"queen st w","Rack"
"6885",7632997,686,"queen st w","Shelter"
"6886",7632999,1082,"dundas st w","Ring"
"6887",7633000,235,"ossington ave","Ring"
"6888",7633001,248,"ossington ave","Ring"
"6889",7633002,52,"exmoor dr","Ring"
"6890",7633004,2,"bedford park ave","Ring"
"6891",7633006,162,"bloor st w","Ring"
"6892",7633007,875,"morningside ave","Ring"
"6893",7633008,120,"bayview ave","Ring"
"6894",7633009,120,"bayview ave","Ring"
"6895",7633010,5697,"yonge st","Ring"
"6896",7633013,672,"dupont st","Ring"
"6897",7633014,2384,"yonge st","Ring"
"6898",7633015,20,"orde st","Ring"
"6899",7633016,250,"dundas st w","Ring"
"6900",7633017,5025,"yonge st","Ring"
"6901",7633018,16,"hollywood ave","Ring"
"6902",7633019,170,"university ave","Ring"
"6903",7633020,217,"richmond st w","Ring"
"6904",7633021,216,"adelaide st w","Ring"
"6905",7633022,263,"mc caul st","Ring"
"6906",7633023,47,"duncan st","Ring"
"6907",7633024,29,"nelson st","Ring"
"6908",7633025,65,"duncan st","Ring"
"6909",7633026,26,"duncan st","Ring"
"6910",7633027,215,"richmond st w","Ring"
"6911",7633028,171,"bay st","Ring"
"6912",7633029,35,"front st e","Ring"
"6913",7633030,54,"the esplanade","Ring"
"6914",7633031,21,"victoria st","Ring"
"6915",7633032,27,"front st e","Ring"
"6916",7633033,91,"front st e","Ring"
"6917",7633034,115,"king st w","Ring"
"6918",7633035,50,"wellington st e","Ring"
"6919",7633036,25,"the esplanade","Ring"
"6920",7633037,83,"front st e","Ring"
"6921",7633038,54,"wellington st e","Ring"
"6922",7633039,239,"college st","Ring"
"6923",7633040,110,"st george st","Ring"
"6924",7633041,170,"college st","Ring"
"6925",7633042,431,"donlands ave","Ring"
"6926",7633043,14,"mc caul st","Ring"
"6927",7633044,14,"mc caul st","Ring"
"6928",7633045,283,"adelaide st w","Ring"
"6929",7633046,137,"george st","Ring"
"6930",7633047,287,"richmond st e","Ring"
"6931",7633048,231,"richmond st e","Ring"
"6932",7633049,237,"queen st e","Ring"
"6933",7633050,1652,"yonge st","Ring"
"6934",7633051,559,"mount pleasant rd","Ring"
"6935",7633052,2,"rosehill ave","Ring"
"6936",7633053,245,"davisville ave","Ring"
"6937",7633054,1479,"yonge st","Ring"
"6938",7633055,1519,"yonge st","Ring"
"6939",7633056,1392,"yonge st","Ring"
"6940",7633057,1867,"yonge st","Ring"
"6941",7633059,641,"mount pleasant rd","Ring"
"6942",7633060,2,"glen elm ave","Ring"
"6943",7633061,1623,"yonge st","Ring"
"6944",7633063,24,"merton st","Ring"
"6945",7633064,218,"merton st","Ring"
"6946",7633065,218,"merton st","Ring"
"6947",7633066,250,"davisville ave","Ring"
"6948",7633067,2,"glen elm ave","Ring"
"6949",7633068,112,"merton st","Ring"
"6950",7633069,1481,"yonge st","Ring"
"6951",7633070,955,"queen st w","Ring"
"6952",7633071,965,"queen st w","Ring"
"6953",7633072,999,"queen st w","Ring"
"6954",7633073,8,"dovercourt rd","Ring"
"6955",7633074,993,"queen st w","Ring"
